Status,Progress,Duration (in seconds),Finished,UserLanguage,StratAcadUES,EffortAcadUES,StratSportsUES,EffortSportsUES,StratParentUES,EffortParentUES,StratDietUES,EffortDietUES,EffortTeamUES,StratTeamUES,StratSalesUES,EffortSalesUES,StratRelationUES,EffortRelationUES,StratAcadUSE,EffortAcadUSE,StratSportsUSE,EffortSportsUSE,StratParentUSE,EffortParentUSE,StratDietUSE,EffortDietUSE,StratTeamUSE,EffortTeamUSE,StratSalesUSE,EffortSalesUSE,StratRelationUSE,EffortRelationUSE,EffortDim1_1,EffortDim1_2,EffortDim1_3,EffortDim2_1,EffortDim2_2,EffortDim2_3,EffortDim3_1,EffortDim3_2,EffortDim3_3,EffortDim4_1,EffortDim4_2,EffortDim4_3,StratDim1_1,StratDim1_2,StratDim1_3,StratDim2_1,StratDim2_2,StratDim2_3,StratDim3_1,StratDim3_2,StratDim3_3,StratDim4_1,StratDim4_2,StratDim4_3,Gender,Race,Race_6_TEXT,Age,Education,FL_134_DO,FL_133_DO,FL_111_DO,FL_26_DO
0,100,352,1,EN,,,,,,,,,,,,,,,3,3,3,3,3,3,4,3,3,3,3,3,3,3,5,6,6,6,4,6,4,6,6,5,6,5,5,6,7,6,4,4,5,6,7,5,6,7,1,1,,32,5,FL_111,,EffortAcademicDifficulty-USE|EffortSportsDifficulty-USE|EffortRelationshipDifficulty-USE|EffortTeamworkDifficulty-USE|EffortParentingDifficulty-USE|StrategyAcademicDifficulty-USE|StrategyDietDifficulty-USE|EffortSalesDifficulty-USE|EffortDietDifficulty-USE|StrategySalesDifficulty-USE|StrategyRelationshipDifficulty-USE|StrategyTeamworkDifficulty-USE|StrategySportsDifficulty-USE|StrategyParentingDifficulty-USE,StrategyDimensions|EffortDimensions
0,100,290,1,EN,6,2,5,5,6,6,6,6,3,3,3,2,5,3,,,,,,,,,,,,,,,1,1,9,1,9,1,9,9,1,1,9,9,2,1,8,1,6,1,8,9,1,1,9,9,2,1,,37,6,FL_133,StrategyDietDifficulty-UES|EffortRelationshipDifficulty-UES|StrategySalesDifficulty-UES|EffortDietDifficulty-UES|StrategyParentingDifficulty-UES|EffortSalesDifficulty-UES|EffortSportsDifficulty-UES|StrategyTeamworkDifficulty-UES|StrategyRelationshipDifficulty-UES|EffortParentingDifficulty-UES|StrategyAcademicDifficulty-UES|EffortTeamworkDifficulty-UES|StrategySportsDifficulty-UES|EffortAcademicDifficulty-UES,,StrategyDimensions|EffortDimensions
0,100,248,1,EN,,,,,,,,,,,,,,,2,2,6,6,2,2,2,5,5,5,5,2,2,6,4,1,7,1,6,1,9,9,1,1,9,7,4,2,8,1,5,4,8,4,5,1,9,5,1,5,,28,6,FL_111,,EffortSportsDifficulty-USE|EffortDietDifficulty-USE|StrategyDietDifficulty-USE|EffortParentingDifficulty-USE|StrategyTeamworkDifficulty-USE|StrategyParentingDifficulty-USE|StrategySalesDifficulty-USE|StrategyAcademicDifficulty-USE|EffortTeamworkDifficulty-USE|EffortAcademicDifficulty-USE|StrategyRelationshipDifficulty-USE|StrategySportsDifficulty-USE|EffortSalesDifficulty-USE|EffortRelationshipDifficulty-USE,EffortDimensions|StrategyDimensions
0,100,280,1,EN,,,,,,,,,,,,,,,3,3,3,3,2,2,5,5,5,2,5,5,2,2,2,2,8,2,8,2,8,8,1,2,8,8,2,1,8,2,5,3,8,5,2,2,8,5,1,1,,49,6,FL_111,,EffortParentingDifficulty-USE|StrategySalesDifficulty-USE|StrategyRelationshipDifficulty-USE|EffortSalesDifficulty-USE|EffortSportsDifficulty-USE|StrategyAcademicDifficulty-USE|EffortRelationshipDifficulty-USE|StrategyParentingDifficulty-USE|StrategyTeamworkDifficulty-USE|EffortAcademicDifficulty-USE|StrategySportsDifficulty-USE|StrategyDietDifficulty-USE|EffortDietDifficulty-USE|EffortTeamworkDifficulty-USE,StrategyDimensions|EffortDimensions
0,100,354,1,EN,,,,,,,,,,,,,,,5,5,2,2,3,3,3,3,2,2,2,2,2,2,9,1,9,1,5,5,9,5,5,3,9,5,9,1,9,1,5,5,9,5,5,3,9,5,1,5,,25,5,FL_111,,EffortParentingDifficulty-USE|EffortTeamworkDifficulty-USE|EffortDietDifficulty-USE|EffortSalesDifficulty-USE|StrategySportsDifficulty-USE|StrategyDietDifficulty-USE|EffortAcademicDifficulty-USE|StrategyTeamworkDifficulty-USE|StrategyRelationshipDifficulty-USE|StrategyAcademicDifficulty-USE|EffortRelationshipDifficulty-USE|StrategySalesDifficulty-USE|StrategyParentingDifficulty-USE|EffortSportsDifficulty-USE,StrategyDimensions|EffortDimensions
0,100,362,1,EN,,,,,,,,,,,,,,,2,3,6,6,5,5,2,2,5,5,5,2,6,6,2,1,9,1,9,1,9,9,1,1,9,9,6,3,7,5,3,6,7,7,3,1,9,5,1,1,,45,5,FL_111,,EffortRelationshipDifficulty-USE|EffortSportsDifficulty-USE|EffortSalesDifficulty-USE|StrategyDietDifficulty-USE|StrategyRelationshipDifficulty-USE|EffortAcademicDifficulty-USE|StrategySportsDifficulty-USE|EffortTeamworkDifficulty-USE|EffortParentingDifficulty-USE|EffortDietDifficulty-USE|StrategyParentingDifficulty-USE|StrategyAcademicDifficulty-USE|StrategyTeamworkDifficulty-USE|StrategySalesDifficulty-USE,EffortDimensions|StrategyDimensions
0,100,194,1,EN,2,2,3,3,3,3,2,2,2,6,3,3,5,5,,,,,,,,,,,,,,,2,2,9,2,9,2,2,8,2,2,8,8,1,3,1,1,8,2,7,8,2,2,8,8,1,1,,26,5,FL_133,StrategyTeamworkDifficulty-UES|EffortTeamworkDifficulty-UES|StrategyRelationshipDifficulty-UES|StrategyParentingDifficulty-UES|StrategySalesDifficulty-UES|StrategySportsDifficulty-UES|EffortRelationshipDifficulty-UES|EffortParentingDifficulty-UES|EffortSportsDifficulty-UES|EffortAcademicDifficulty-UES|EffortSalesDifficulty-UES|StrategyAcademicDifficulty-UES|StrategyDietDifficulty-UES|EffortDietDifficulty-UES,,StrategyDimensions|EffortDimensions
0,100,333,1,EN,3,6,3,3,3,5,3,4,6,6,4,4,4,4,,,,,,,,,,,,,,,8,7,8,2,7,2,2,1,4,2,8,5,8,3,9,1,7,5,9,2,3,3,8,8,1,"1,2",,35,5,FL_133,StrategySalesDifficulty-UES|EffortTeamworkDifficulty-UES|StrategyParentingDifficulty-UES|StrategyRelationshipDifficulty-UES|EffortSalesDifficulty-UES|EffortParentingDifficulty-UES|EffortDietDifficulty-UES|StrategyTeamworkDifficulty-UES|StrategyAcademicDifficulty-UES|EffortAcademicDifficulty-UES|StrategyDietDifficulty-UES|EffortSportsDifficulty-UES|StrategySportsDifficulty-UES|EffortRelationshipDifficulty-UES,,EffortDimensions|StrategyDimensions
0,100,280,1,EN,,,,,,,,,,,,,,,3,3,5,2,3,5,5,5,3,3,1,2,2,2,8,2,5,2,2,3,8,3,3,3,8,6,4,2,5,3,4,4,6,3,3,2,7,8,1,2,,33,3,FL_111,,EffortTeamworkDifficulty-USE|EffortSalesDifficulty-USE|StrategySalesDifficulty-USE|StrategyParentingDifficulty-USE|StrategyAcademicDifficulty-USE|StrategySportsDifficulty-USE|EffortRelationshipDifficulty-USE|EffortAcademicDifficulty-USE|EffortDietDifficulty-USE|EffortSportsDifficulty-USE|EffortParentingDifficulty-USE|StrategyTeamworkDifficulty-USE|StrategyDietDifficulty-USE|StrategyRelationshipDifficulty-USE,EffortDimensions|StrategyDimensions
0,100,381,1,EN,5,2,3,5,6,6,6,1,2,3,6,2,2,2,,,,,,,,,,,,,,,2,1,7,1,9,1,6,9,1,1,5,9,8,5,7,3,3,5,8,3,4,3,7,5,1,1,,25,5,FL_133,StrategySalesDifficulty-UES|EffortAcademicDifficulty-UES|StrategySportsDifficulty-UES|EffortSportsDifficulty-UES|StrategyTeamworkDifficulty-UES|EffortDietDifficulty-UES|EffortSalesDifficulty-UES|StrategyRelationshipDifficulty-UES|EffortTeamworkDifficulty-UES|StrategyDietDifficulty-UES|EffortParentingDifficulty-UES|EffortRelationshipDifficulty-UES|StrategyAcademicDifficulty-UES|StrategyParentingDifficulty-UES,,EffortDimensions|StrategyDimensions
0,100,378,1,EN,3,3,5,5,5,2,6,6,6,3,3,3,3,3,,,,,,,,,,,,,,,2,2,8,2,8,2,7,8,2,2,8,8,8,6,7,3,5,4,8,6,4,4,8,3,1,1,,26,4,FL_133,StrategyAcademicDifficulty-UES|EffortDietDifficulty-UES|StrategyDietDifficulty-UES|StrategyRelationshipDifficulty-UES|StrategySportsDifficulty-UES|EffortParentingDifficulty-UES|EffortRelationshipDifficulty-UES|EffortAcademicDifficulty-UES|StrategyParentingDifficulty-UES|EffortSportsDifficulty-UES|StrategyTeamworkDifficulty-UES|EffortTeamworkDifficulty-UES|EffortSalesDifficulty-UES|StrategySalesDifficulty-UES,,StrategyDimensions|EffortDimensions
0,100,391,1,EN,,,,,,,,,,,,,,,3,3,2,2,3,3,3,3,2,2,2,2,3,1,4,3,7,3,7,2,5,7,3,4,7,7,3,3,8,3,8,3,7,7,3,3,8,8,2,1,,49,3,FL_111,,EffortRelationshipDifficulty-USE|StrategyAcademicDifficulty-USE|StrategyParentingDifficulty-USE|StrategyTeamworkDifficulty-USE|EffortParentingDifficulty-USE|EffortTeamworkDifficulty-USE|EffortDietDifficulty-USE|EffortSportsDifficulty-USE|StrategySalesDifficulty-USE|EffortSalesDifficulty-USE|StrategySportsDifficulty-USE|EffortAcademicDifficulty-USE|StrategyRelationshipDifficulty-USE|StrategyDietDifficulty-USE,EffortDimensions|StrategyDimensions
0,100,334,1,EN,,,,,,,,,,,,,,,6,6,6,3,6,6,3,3,5,5,2,2,6,6,1,1,5,1,9,1,1,9,3,1,8,8,3,2,5,1,5,1,2,8,1,1,8,9,2,1,,28,3,FL_111,,StrategyParentingDifficulty-USE|StrategyRelationshipDifficulty-USE|EffortTeamworkDifficulty-USE|EffortSportsDifficulty-USE|EffortDietDifficulty-USE|StrategySalesDifficulty-USE|StrategyTeamworkDifficulty-USE|EffortParentingDifficulty-USE|EffortAcademicDifficulty-USE|EffortSalesDifficulty-USE|EffortRelationshipDifficulty-USE|StrategyDietDifficulty-USE|StrategySportsDifficulty-USE|StrategyAcademicDifficulty-USE,StrategyDimensions|EffortDimensions
0,100,379,1,EN,,,,,,,,,,,,,,,3,3,2,3,5,5,5,3,2,2,2,2,1,3,1,1,9,1,9,1,9,6,4,5,8,5,1,1,9,4,5,4,5,6,2,1,9,1,2,1,,42,5,FL_111,,EffortParentingDifficulty-USE|EffortTeamworkDifficulty-USE|StrategyTeamworkDifficulty-USE|StrategyRelationshipDifficulty-USE|EffortSportsDifficulty-USE|EffortRelationshipDifficulty-USE|EffortDietDifficulty-USE|EffortAcademicDifficulty-USE|StrategySalesDifficulty-USE|EffortSalesDifficulty-USE|StrategySportsDifficulty-USE|StrategyDietDifficulty-USE|StrategyAcademicDifficulty-USE|StrategyParentingDifficulty-USE,StrategyDimensions|EffortDimensions
0,100,353,1,EN,6,6,2,2,5,6,2,2,6,6,5,5,5,5,,,,,,,,,,,,,,,2,2,7,3,8,3,7,3,3,3,8,8,2,2,8,2,8,3,8,8,2,2,8,8,1,1,,27,5,FL_133,StrategyTeamworkDifficulty-UES|EffortSalesDifficulty-UES|EffortParentingDifficulty-UES|StrategySportsDifficulty-UES|StrategyRelationshipDifficulty-UES|EffortDietDifficulty-UES|EffortTeamworkDifficulty-UES|StrategyAcademicDifficulty-UES|StrategyDietDifficulty-UES|StrategyParentingDifficulty-UES|EffortRelationshipDifficulty-UES|StrategySalesDifficulty-UES|EffortAcademicDifficulty-UES|EffortSportsDifficulty-UES,,StrategyDimensions|EffortDimensions
0,100,398,1,EN,3,2,3,3,3,5,3,2,2,3,3,4,3,5,,,,,,,,,,,,,,,3,3,7,3,7,3,7,7,3,3,6,6,7,5,7,3,7,4,7,6,3,3,7,7,1,1,,57,5,FL_133,EffortSportsDifficulty-UES|StrategyAcademicDifficulty-UES|StrategyTeamworkDifficulty-UES|StrategySalesDifficulty-UES|StrategySportsDifficulty-UES|EffortAcademicDifficulty-UES|EffortSalesDifficulty-UES|StrategyDietDifficulty-UES|EffortRelationshipDifficulty-UES|StrategyParentingDifficulty-UES|StrategyRelationshipDifficulty-UES|EffortTeamworkDifficulty-UES|EffortParentingDifficulty-UES|EffortDietDifficulty-UES,,EffortDimensions|StrategyDimensions
0,100,305,1,EN,,,,,,,,,,,,,,,5,3,5,3,5,3,5,5,3,3,2,3,2,2,1,1,1,1,9,1,3,5,1,1,3,4,9,1,4,3,3,6,6,5,6,4,7,5,1,5,,36,7,FL_111,,StrategyDietDifficulty-USE|StrategyRelationshipDifficulty-USE|StrategySalesDifficulty-USE|EffortDietDifficulty-USE|StrategySportsDifficulty-USE|StrategyTeamworkDifficulty-USE|EffortRelationshipDifficulty-USE|StrategyAcademicDifficulty-USE|EffortSalesDifficulty-USE|EffortParentingDifficulty-USE|EffortTeamworkDifficulty-USE|StrategyParentingDifficulty-USE|EffortSportsDifficulty-USE|EffortAcademicDifficulty-USE,StrategyDimensions|EffortDimensions
0,100,316,1,EN,6,6,3,3,6,6,3,3,3,3,3,3,3,2,,,,,,,,,,,,,,,1,1,6,3,7,5,9,9,2,2,8,9,3,3,7,3,4,3,3,3,4,6,6,4,1,1,,29,6,FL_133,StrategySalesDifficulty-UES|EffortRelationshipDifficulty-UES|EffortSalesDifficulty-UES|StrategyDietDifficulty-UES|EffortTeamworkDifficulty-UES|StrategyTeamworkDifficulty-UES|EffortParentingDifficulty-UES|EffortDietDifficulty-UES|StrategyAcademicDifficulty-UES|EffortAcademicDifficulty-UES|StrategyParentingDifficulty-UES|EffortSportsDifficulty-UES|StrategyRelationshipDifficulty-UES|StrategySportsDifficulty-UES,,EffortDimensions|StrategyDimensions
0,100,347,1,EN,2,2,2,2,5,5,3,3,3,3,6,6,3,3,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,7,5,2,2,,27,4,FL_133,StrategyParentingDifficulty-UES|EffortDietDifficulty-UES|EffortSportsDifficulty-UES|EffortRelationshipDifficulty-UES|StrategySalesDifficulty-UES|EffortTeamworkDifficulty-UES|EffortSalesDifficulty-UES|StrategyDietDifficulty-UES|StrategyTeamworkDifficulty-UES|StrategyRelationshipDifficulty-UES|StrategyAcademicDifficulty-UES|EffortAcademicDifficulty-UES|StrategySportsDifficulty-UES|EffortParentingDifficulty-UES,,StrategyDimensions|EffortDimensions
0,100,219,1,EN,6,6,3,3,6,6,3,6,6,3,2,1,3,3,,,,,,,,,,,,,,,7,2,5,3,1,3,3,8,7,3,8,6,2,3,3,2,1,2,4,4,3,9,8,9,1,"1,2",,22,4,FL_133,EffortAcademicDifficulty-UES|EffortDietDifficulty-UES|EffortParentingDifficulty-UES|StrategyRelationshipDifficulty-UES|StrategyTeamworkDifficulty-UES|EffortTeamworkDifficulty-UES|StrategyParentingDifficulty-UES|EffortSalesDifficulty-UES|StrategySportsDifficulty-UES|StrategyAcademicDifficulty-UES|EffortSportsDifficulty-UES|EffortRelationshipDifficulty-UES|StrategyDietDifficulty-UES|StrategySalesDifficulty-UES,,EffortDimensions|StrategyDimensions
0,100,363,1,EN,3,2,6,2,6,5,3,2,2,3,6,5,6,5,,,,,,,,,,,,,,,1,1,9,1,7,1,9,8,1,1,9,7,4,3,9,4,5,5,9,5,4,4,9,5,2,1,,46,5,FL_133,StrategySalesDifficulty-UES|EffortRelationshipDifficulty-UES|StrategyDietDifficulty-UES|StrategyAcademicDifficulty-UES|StrategySportsDifficulty-UES|StrategyRelationshipDifficulty-UES|EffortParentingDifficulty-UES|EffortSalesDifficulty-UES|EffortTeamworkDifficulty-UES|EffortAcademicDifficulty-UES|EffortSportsDifficulty-UES|EffortDietDifficulty-UES|StrategyParentingDifficulty-UES|StrategyTeamworkDifficulty-UES,,EffortDimensions|StrategyDimensions
0,100,390,1,EN,6,3,6,3,3,6,3,6,6,3,2,3,3,3,,,,,,,,,,,,,,,4,2,5,5,8,3,8,5,2,5,7,4,3,3,5,3,5,5,7,3,5,4,7,5,1,1,,48,5,FL_133,EffortParentingDifficulty-UES|EffortRelationshipDifficulty-UES|EffortSalesDifficulty-UES|EffortTeamworkDifficulty-UES|EffortDietDifficulty-UES|StrategyAcademicDifficulty-UES|StrategySportsDifficulty-UES|StrategyTeamworkDifficulty-UES|EffortSportsDifficulty-UES|StrategySalesDifficulty-UES|EffortAcademicDifficulty-UES|StrategyRelationshipDifficulty-UES|StrategyParentingDifficulty-UES|StrategyDietDifficulty-UES,,EffortDimensions|StrategyDimensions
0,100,373,1,EN,3,3,5,3,2,2,2,2,3,3,3,3,5,5,,,,,,,,,,,,,,,1,1,7,1,4,4,6,6,3,3,7,3,7,5,6,4,5,6,6,6,6,5,6,4,2,1,,32,5,FL_133,StrategySalesDifficulty-UES|StrategyTeamworkDifficulty-UES|EffortParentingDifficulty-UES|StrategySportsDifficulty-UES|EffortDietDifficulty-UES|StrategyAcademicDifficulty-UES|EffortSportsDifficulty-UES|StrategyDietDifficulty-UES|EffortSalesDifficulty-UES|EffortRelationshipDifficulty-UES|EffortAcademicDifficulty-UES|StrategyRelationshipDifficulty-UES|EffortTeamworkDifficulty-UES|StrategyParentingDifficulty-UES,,EffortDimensions|StrategyDimensions
0,100,277,1,EN,6,2,4,3,3,6,3,3,6,5,5,6,2,2,,,,,,,,,,,,,,,6,5,5,5,4,6,4,4,5,5,5,6,6,5,6,6,6,5,5,4,5,5,5,4,1,5,,25,5,FL_133,EffortSalesDifficulty-UES|StrategyParentingDifficulty-UES|StrategySportsDifficulty-UES|EffortSportsDifficulty-UES|EffortRelationshipDifficulty-UES|EffortTeamworkDifficulty-UES|StrategyDietDifficulty-UES|StrategyTeamworkDifficulty-UES|EffortAcademicDifficulty-UES|StrategySalesDifficulty-UES|StrategyRelationshipDifficulty-UES|EffortDietDifficulty-UES|StrategyAcademicDifficulty-UES|EffortParentingDifficulty-UES,,EffortDimensions|StrategyDimensions
0,100,369,1,EN,3,2,5,2,6,6,3,6,3,6,2,2,3,5,,,,,,,,,,,,,,,1,2,8,1,7,2,9,8,1,2,8,7,8,4,6,3,3,8,4,2,7,5,8,3,2,1,,44,5,FL_133,StrategySalesDifficulty-UES|EffortParentingDifficulty-UES|StrategySportsDifficulty-UES|EffortSalesDifficulty-UES|EffortSportsDifficulty-UES|StrategyTeamworkDifficulty-UES|StrategyRelationshipDifficulty-UES|StrategyParentingDifficulty-UES|EffortRelationshipDifficulty-UES|EffortDietDifficulty-UES|StrategyDietDifficulty-UES|EffortAcademicDifficulty-UES|StrategyAcademicDifficulty-UES|EffortTeamworkDifficulty-UES,,StrategyDimensions|EffortDimensions
0,100,411,1,EN,6,6,6,6,6,3,2,2,3,3,3,3,3,3,,,,,,,,,,,,,,,2,1,5,2,3,1,7,2,1,1,9,1,3,2,9,2,1,3,7,5,2,4,9,2,1,1,,28,4,FL_133,EffortTeamworkDifficulty-UES|EffortSalesDifficulty-UES|StrategyRelationshipDifficulty-UES|StrategyDietDifficulty-UES|EffortDietDifficulty-UES|EffortAcademicDifficulty-UES|EffortRelationshipDifficulty-UES|StrategyParentingDifficulty-UES|StrategyTeamworkDifficulty-UES|EffortParentingDifficulty-UES|StrategyAcademicDifficulty-UES|StrategySportsDifficulty-UES|EffortSportsDifficulty-UES|StrategySalesDifficulty-UES,,StrategyDimensions|EffortDimensions
0,100,432,1,EN,2,2,3,3,5,5,6,6,3,3,3,3,2,2,,,,,,,,,,,,,,,9,1,5,1,1,1,9,1,1,1,9,9,5,1,1,1,1,1,9,1,1,1,9,9,2,2,,34,3,FL_133,StrategySportsDifficulty-UES|StrategyParentingDifficulty-UES|EffortAcademicDifficulty-UES|StrategyTeamworkDifficulty-UES|EffortRelationshipDifficulty-UES|StrategyDietDifficulty-UES|EffortSportsDifficulty-UES|StrategyAcademicDifficulty-UES|StrategySalesDifficulty-UES|EffortSalesDifficulty-UES|EffortTeamworkDifficulty-UES|StrategyRelationshipDifficulty-UES|EffortDietDifficulty-UES|EffortParentingDifficulty-UES,,EffortDimensions|StrategyDimensions
0,100,419,1,EN,,,,,,,,,,,,,,,2,5,3,3,6,6,5,5,3,3,5,5,3,3,3,2,3,2,2,2,4,2,2,2,3,3,2,3,2,3,3,2,3,2,2,1,7,2,1,1,,63,4,FL_111,,EffortSportsDifficulty-USE|EffortParentingDifficulty-USE|EffortRelationshipDifficulty-USE|StrategyAcademicDifficulty-USE|StrategySalesDifficulty-USE|EffortDietDifficulty-USE|EffortSalesDifficulty-USE|StrategyDietDifficulty-USE|StrategyRelationshipDifficulty-USE|EffortTeamworkDifficulty-USE|StrategyParentingDifficulty-USE|EffortAcademicDifficulty-USE|StrategySportsDifficulty-USE|StrategyTeamworkDifficulty-USE,EffortDimensions|StrategyDimensions
0,100,295,1,EN,3,2,6,3,3,6,3,6,6,6,3,3,3,2,,,,,,,,,,,,,,,2,2,8,2,8,2,8,8,2,2,8,8,3,3,8,2,8,2,8,8,2,2,8,8,2,1,,23,5,FL_133,EffortAcademicDifficulty-UES|StrategyTeamworkDifficulty-UES|EffortSalesDifficulty-UES|StrategySalesDifficulty-UES|EffortDietDifficulty-UES|EffortSportsDifficulty-UES|EffortRelationshipDifficulty-UES|StrategyParentingDifficulty-UES|EffortTeamworkDifficulty-UES|StrategySportsDifficulty-UES|StrategyRelationshipDifficulty-UES|StrategyDietDifficulty-UES|EffortParentingDifficulty-UES|StrategyAcademicDifficulty-UES,,StrategyDimensions|EffortDimensions
0,100,331,1,EN,,,,,,,,,,,,,,,3,3,2,2,3,3,5,5,5,5,2,2,6,6,1,1,1,1,9,1,5,9,1,1,9,9,9,1,5,1,5,7,7,9,5,4,6,5,1,1,,24,3,FL_111,,EffortParentingDifficulty-USE|StrategySportsDifficulty-USE|StrategyTeamworkDifficulty-USE|EffortSalesDifficulty-USE|EffortAcademicDifficulty-USE|StrategyParentingDifficulty-USE|EffortTeamworkDifficulty-USE|StrategyRelationshipDifficulty-USE|StrategyDietDifficulty-USE|StrategyAcademicDifficulty-USE|EffortSportsDifficulty-USE|StrategySalesDifficulty-USE|EffortRelationshipDifficulty-USE|EffortDietDifficulty-USE,StrategyDimensions|EffortDimensions
0,100,339,1,EN,6,6,2,2,5,5,2,2,2,2,2,2,3,3,,,,,,,,,,,,,,,3,3,4,4,5,4,7,6,3,3,7,5,5,3,5,2,4,5,6,5,4,3,7,5,1,1,,23,3,FL_133,StrategyDietDifficulty-UES|StrategySportsDifficulty-UES|StrategyParentingDifficulty-UES|EffortDietDifficulty-UES|StrategySalesDifficulty-UES|StrategyRelationshipDifficulty-UES|EffortTeamworkDifficulty-UES|StrategyAcademicDifficulty-UES|StrategyTeamworkDifficulty-UES|EffortSportsDifficulty-UES|EffortRelationshipDifficulty-UES|EffortSalesDifficulty-UES|EffortParentingDifficulty-UES|EffortAcademicDifficulty-UES,,EffortDimensions|StrategyDimensions
0,100,441,1,EN,6,6,3,3,6,6,6,6,3,3,3,3,2,3,,,,,,,,,,,,,,,3,3,8,2,2,8,7,5,3,4,7,4,4,8,5,2,4,7,7,5,4,3,6,3,1,1,,42,3,FL_133,EffortAcademicDifficulty-UES|EffortDietDifficulty-UES|EffortParentingDifficulty-UES|EffortSalesDifficulty-UES|EffortRelationshipDifficulty-UES|StrategyRelationshipDifficulty-UES|StrategyTeamworkDifficulty-UES|EffortTeamworkDifficulty-UES|StrategyDietDifficulty-UES|StrategySportsDifficulty-UES|EffortSportsDifficulty-UES|StrategyAcademicDifficulty-UES|StrategyParentingDifficulty-UES|StrategySalesDifficulty-UES,,EffortDimensions|StrategyDimensions
0,100,425,1,EN,6,6,3,3,6,6,3,6,6,6,6,6,2,2,,,,,,,,,,,,,,,3,3,8,2,2,1,8,8,1,8,8,8,1,1,9,1,1,2,1,2,3,3,8,8,2,1,,26,5,FL_133,StrategyDietDifficulty-UES|StrategyRelationshipDifficulty-UES|EffortAcademicDifficulty-UES|EffortTeamworkDifficulty-UES|EffortRelationshipDifficulty-UES|EffortSportsDifficulty-UES|StrategyAcademicDifficulty-UES|EffortDietDifficulty-UES|StrategyParentingDifficulty-UES|StrategyTeamworkDifficulty-UES|EffortParentingDifficulty-UES|StrategySportsDifficulty-UES|EffortSalesDifficulty-UES|StrategySalesDifficulty-UES,,StrategyDimensions|EffortDimensions
0,100,380,1,EN,,,,,,,,,,,,,,,5,5,2,2,2,5,5,5,5,2,5,2,6,2,3,2,7,6,2,2,8,7,2,1,7,3,7,3,6,3,8,2,8,8,2,2,9,7,1,1,,61,6,FL_111,,StrategyRelationshipDifficulty-USE|StrategyTeamworkDifficulty-USE|StrategySportsDifficulty-USE|StrategySalesDifficulty-USE|EffortDietDifficulty-USE|EffortTeamworkDifficulty-USE|StrategyParentingDifficulty-USE|EffortAcademicDifficulty-USE|StrategyDietDifficulty-USE|EffortSalesDifficulty-USE|EffortParentingDifficulty-USE|EffortRelationshipDifficulty-USE|StrategyAcademicDifficulty-USE|EffortSportsDifficulty-USE,EffortDimensions|StrategyDimensions
0,100,370,1,EN,3,2,2,2,2,3,2,2,2,2,6,2,2,3,,,,,,,,,,,,,,,3,2,5,1,2,2,7,5,2,1,8,3,8,2,6,1,3,7,9,3,5,1,9,4,1,5,,33,6,FL_133,EffortSportsDifficulty-UES|StrategyDietDifficulty-UES|StrategySportsDifficulty-UES|EffortDietDifficulty-UES|EffortAcademicDifficulty-UES|EffortSalesDifficulty-UES|EffortRelationshipDifficulty-UES|EffortTeamworkDifficulty-UES|EffortParentingDifficulty-UES|StrategyTeamworkDifficulty-UES|StrategyAcademicDifficulty-UES|StrategySalesDifficulty-UES|StrategyRelationshipDifficulty-UES|StrategyParentingDifficulty-UES,,EffortDimensions|StrategyDimensions
