ID,AptAdviceFail,AptExpectancyFail,AptAdviceSucc,AptExpectancySucc,EffortAdviceFail,EffortExpectancyFail,EffortAdviceSucc,EffortExpectancySucc,StratAdviseFail,StratExpectancyFail,StratAdviceSucc,StratExpectancySucc,Actions,Investigate,Invest,Switch,Transfer,Expectancy,AptOut,AptVar,AptUncon,EffortOut,EffortVar,EffortUncon,MoodOut,MoodVar,MoodUncon,StratOut,StratVar,StratUncon,LuckOut,LuckVar,LuckUncon,TaskOut,TaskVar,TaskUncon,SMS1,SMS2,SMS3,SMS4,SMS5,SMS6,SMS7,SMS8,SMS,SMO1,SMO2,SMO3,SMO,SO1,SO2,SO3,SO4,SO,Gender,Race_1,Race_2,Race_3,Race_4,Race_4_TEXT,Race_5,Race_7,Age,Education,Scenario,Valence,Attribution,DO-BR-FL_26,DO-BL-SO,Redo_Val,Redo_Den,Redo_Final,Method_Val,Method_Den,Method_Final,BruteForce_Val,BruteForce_Den,BruteForce_Final,TangibleRewards_Val,TangibleRewards_Den,TangibleRewards_Final,Threat_Val,Threat_Den,Threat_Final,Redo_Den2,Redo_Val2,Redo_Final2,BruteForce_Den2,BruteForce_Val2,BruteForce_Final2
39,,,,,,,"I would showcase the proposal as intended. I would also keep the employee's performance in mind going forward and be more likely to give them important work, as well as consider them for a promotion if their good work proved consistent.",8,,,,,"I would showcase the proposal as intended. I would also keep the employee's performance in mind going forward and be more likely to give them important work, as well as consider them for a promotion if their good work proved consistent.",0,0,0,0,8,1,6,3,1,5,1,1,7,4,3,6,1,7,7,7,7,4,5,2,3,3,3,3,3,3,3,2.875,1,1,1,1,3,3,3,3,3,1,1,,,,,,,32,5,Effort Scenario Success,Success,Effort,Aptitude Dimensions|Luck Dimensions|Task Dimensions|Mood Dimensions|Strategy Dimensions|Effort Dimensions,Q90|SO1|SO4|SO3|SO2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
40,I would have a personal talk with the employee to get things straight.,6,,,,,,,,,,,I would have a personal talk with the employee to get things straight.,0,0,0,0,6,7,3,7,1,1,1,1,1,1,2,6,7,7,7,7,6,6,5,5,4,3,4,4,4,3,3,3.75,7,7,7,7,4,3,4,4,3.75,1,,1,1,,,,1,34,4,Aptitude Scenario Fail,Fail,Aptitude,Strategy Dimensions|Task Dimensions|Luck Dimensions|Aptitude Dimensions|Mood Dimensions|Effort Dimensions,Q90|SO2|SO3|SO4|SO1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,,,,,,,I would give him a raise or a promotion for his hard work and great results,11,,,,,I would give him a raise or a promotion for his hard work and great results,0,0,0,0,11,1,1,6,1,4,1,1,7,1,1,7,1,7,7,7,7,7,5,2,3,2,4,2,2,2,2,2.375,1,2,1,1.333333333,2,2,2,2,2,2,1,,,,,,,30,3,Effort Scenario Success,Success,Effort,Luck Dimensions|Effort Dimensions|Strategy Dimensions|Aptitude Dimensions|Task Dimensions|Mood Dimensions,Q90|SO3|SO2|SO1|SO4,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
42,,,,,I would explain to the employee that the work was sub par and that they need to improve their efforts otherwise they will be removed from the project.,4,,,,,,,I would explain to the employee that the work was sub par and that they need to improve their efforts otherwise they will be removed from the project.,0,0,0,1,4,1,3,2,1,3,1,1,5,2,2,4,3,7,7,7,6,6,5,4,5,4,2,4,4,5,4,4,5,6,5,5.333333333,4,3,3,4,3.5,1,1,,,,,,,32,7,Effort Scenario Fail,Fail,Effort,Strategy Dimensions|Task Dimensions|Luck Dimensions|Effort Dimensions|Mood Dimensions|Aptitude Dimensions,Q90|SO4|SO3|SO1|SO2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1
43,,,,,I would invite the employee to my office and have a talk with them about the quality of their work.  I would tell explicitly why I was rejecting their work.  I would also inquire if anything was wrong with them right now to explain the poor performance.  I would give them a warning and tell them to improve.,7,,,,,,,I would invite the employee to my office and have a talk with them about the quality of their work.  I would tell explicitly why I was rejecting their work.  I would also inquire if anything was wrong with them right now to explain the poor performance.  I would give them a warning and tell them to improve.,1,0,0,0,7,2,3,6,1,6,2,6,6,6,1,6,2,6,6,6,5,6,5,3,4,4,3,4,4,4,4,3.75,3,2,3,2.666666667,3,3,3,4,3.25,2,1,,,,,,,40,5,Effort Scenario Fail,Fail,Effort,Mood Dimensions|Aptitude Dimensions|Luck Dimensions|Task Dimensions|Effort Dimensions|Strategy Dimensions,Q90|SO3|SO2|SO1|SO4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
44,,,,,,,,,I would reject the proposal and have a discussion with the employee.,5,,,I would reject the proposal and have a discussion with the employee.,0,0,0,0,5,1,7,1,1,5,1,1,7,1,1,2,1,7,1,7,7,4,5,3,4,4,2,4,4,4,4,3.625,6,6,6,6,4,4,4,4,4,1,1,,,,,,,37,6,Strategy Scenario Fail,Fail,Strategy,Task Dimensions|Luck Dimensions|Aptitude Dimensions|Mood Dimensions|Strategy Dimensions|Effort Dimensions,Q90|SO1|SO4|SO3|SO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,,,,,,,,,I would sit with the employee and explain my reasoning for rejection of the proposal. I would also work with the employee to learn the skills for acceptable proposals in the future.,9,,,I would sit with the employee and explain my reasoning for rejection of the proposal. I would also work with the employee to learn the skills for acceptable proposals in the future.,0,0,0,0,9,1,4,1,1,1,1,2,4,3,2,6,1,4,5,5,5,4,5,5,4,4,1,5,5,5,5,4.25,6,6,5,5.666666667,5,5,5,5,5,2,1,,,,,,,59,5,Strategy Scenario Fail,Fail,Strategy,Strategy Dimensions|Effort Dimensions|Luck Dimensions|Mood Dimensions|Aptitude Dimensions|Task Dimensions,Q90|SO2|SO1|SO4|SO3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,,,,,,,I would invite the employee to join me in the showcase to highlight his thoughts and give praise to him.,9,,,,,I would invite the employee to join me in the showcase to highlight his thoughts and give praise to him.,0,0,0,0,9,1,1,2,1,2,4,1,7,4,1,2,2,1,7,7,1,4,5,4,2,4,4,4,2,3,4,3.375,5,5,5,5,4,3,2,3,3,1,1,,,,,,,34,4,Effort Scenario Success,Success,Effort,Mood Dimensions|Task Dimensions|Effort Dimensions|Luck Dimensions|Aptitude Dimensions|Strategy Dimensions,Q90|SO4|SO3|SO2|SO1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,I would arrange a meeting with the employee to discuss their proposal. I would try and understand why they presented such a low quality work product and offer suggestions on how they could strengthen their work. I would also monitor the future work product from this individual to see if they could grow into the job or would have to be assigned to a new position.,6,,,,,,,,,,,I would arrange a meeting with the employee to discuss their proposal. I would try and understand why they presented such a low quality work product and offer suggestions on how they could strengthen their work. I would also monitor the future work product from this individual to see if they could grow into the job or would have to be assigned to a new position.,1,0,0,1,6,1,2,4,2,3,2,2,7,3,2,4,3,7,7,7,5,6,5,3,4,3,2,4,5,4,4,3.625,5,5,4,4.666666667,3,4,3,3,3.25,1,1,,,,,,,53,5,Aptitude Scenario Fail,Fail,Aptitude,Mood Dimensions|Task Dimensions|Luck Dimensions|Effort Dimensions|Strategy Dimensions|Aptitude Dimensions,Q90|SO2|SO1|SO3|SO4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,,,I would seriously consider the employee's proposal and possibly allow him or her to present the proposal to a group who could implement the proposal and make it a reality. ,10,,,,,,,,,I would seriously consider the employee's proposal and possibly allow him or her to present the proposal to a group who could implement the proposal and make it a reality. ,0,0,0,0,10,2,3,2,2,5,4,2,6,2,4,6,4,6,7,7,5,7,5,4,4,4,3,4,4,4,4,3.875,5,5,5,5,3,4,3,3,3.25,2,1,,,,,,,40,5,Aptitude Scenario Success,Success,Aptitude,Task Dimensions|Mood Dimensions|Strategy Dimensions|Effort Dimensions|Aptitude Dimensions|Luck Dimensions,Q90|SO4|SO2|SO1|SO3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,,,,,"I would have the employee come to my office for a meeting. I would explain to them what I thought, why I was going to reject the report, and that a higher standard would be expected going forward",8,,,,,,,"I would have the employee come to my office for a meeting. I would explain to them what I thought, why I was going to reject the report, and that a higher standard would be expected going forward",0,0,0,0,8,2,5,5,1,6,4,1,7,6,2,6,6,4,6,6,6,6,5,4,4,4,2,4,4,4,4,3.75,7,6,6,6.333333333,3,4,4,4,3.75,1,1,,,,,,,33,5,Effort Scenario Fail,Fail,Effort,Aptitude Dimensions|Mood Dimensions|Strategy Dimensions|Task Dimensions|Effort Dimensions|Luck Dimensions,Q90|SO4|SO3|SO2|SO1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,I would let the person know that they did not meet the expectations that were called for. I would let them know that the proposal was of low quality and that they could do better. I would ask them if there was any way I or the company could help and if there were any resources that they needed to make a better proposal.,6,,,,,,,,,,,I would let the person know that they did not meet the expectations that were called for. I would let them know that the proposal was of low quality and that they could do better. I would ask them if there was any way I or the company could help and if there were any resources that they needed to make a better proposal.,1,0,0,0,6,5,6,2,3,7,2,4,7,2,4,6,4,5,6,4,6,6,5,3,2,3,4,2,2,3,2,2.625,2,2,3,2.333333333,2,3,2,2,2.25,1,1,,,,,,,69,6,Aptitude Scenario Fail,Fail,Aptitude,Task Dimensions|Luck Dimensions|Aptitude Dimensions|Mood Dimensions|Effort Dimensions|Strategy Dimensions,Q90|SO4|SO3|SO1|SO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,,,,,,,"I would publicly commend the employee, lauding their work and accomplishment.  I would offer to take them to lunch.  I would be grateful and tell them so.",10,,,,,"I would publicly commend the employee, lauding their work and accomplishment.  I would offer to take them to lunch.  I would be grateful and tell them so.",0,0,0,0,10,1,5,3,1,3,1,1,7,6,1,4,1,3,6,7,4,5,5,3,1,3,2,4,3,3,3,2.75,5,3,3,3.666666667,3,2,2,4,2.75,1,1,,,,,,,40,4,Effort Scenario Success,Success,Effort,Luck Dimensions|Task Dimensions|Effort Dimensions|Strategy Dimensions|Aptitude Dimensions|Mood Dimensions,Q90|SO3|SO4|SO2|SO1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
52,,,,,I would tell them to go back to the drawing board and do better.,6,,,,,,,I would tell them to go back to the drawing board and do better.,0,0,0,0,6,4,7,1,2,4,1,1,7,1,4,4,1,4,6,7,4,6,5,5,5,5,2,5,5,5,5,4.625,7,7,6,6.666666667,3,4,4,3,3.5,2,1,,,,,,,36,5,Effort Scenario Fail,Fail,Effort,Effort Dimensions|Task Dimensions|Mood Dimensions|Aptitude Dimensions|Luck Dimensions|Strategy Dimensions,Q90|SO4|SO1|SO2|SO3,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0
53,,,,,I would give the proposal back to the employee and tell him it was not up to standard for the company. I would direct him or her to re work it or else face reprimands for bad quality.,6,,,,,,,I would give the proposal back to the employee and tell him it was not up to standard for the company. I would direct him or her to re work it or else face reprimands for bad quality.,0,0,0,0,6,1,3,3,1,7,1,1,6,2,3,6,2,7,4,7,7,5,5,3,3,3,2,3,3,4,4,3.125,5,5,4,4.666666667,4,3,3,4,3.5,2,1,,,,,,,31,4,Effort Scenario Fail,Fail,Effort,Luck Dimensions|Effort Dimensions|Aptitude Dimensions|Task Dimensions|Mood Dimensions|Strategy Dimensions,Q90|SO4|SO1|SO3|SO2,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0
56,,,,,,,I would listen to the employee's suggestion.,9,,,,,I would listen to the employee's suggestion.,0,0,0,0,9,6,7,7,7,7,7,6,6,6,7,7,7,7,7,7,6,7,5,4,4,4,4,4,4,4,5,4.125,7,7,7,7,5,5,5,5,5,1,1,,,,,,,25,4,Effort Scenario Success,Success,Effort,Aptitude Dimensions|Task Dimensions|Mood Dimensions|Strategy Dimensions|Effort Dimensions|Luck Dimensions,Q90|SO3|SO1|SO4|SO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,,,,,,,,,,,I would look into implementing the proposal and possibly give the employee a bonus for their work.,9,I would look into implementing the proposal and possibly give the employee a bonus for their work.,0,0,0,0,9,2,2,5,1,6,2,1,7,4,5,6,2,5,6,5,6,3,5,2,3,2,3,3,3,3,3,2.75,2,3,2,2.333333333,3,2,4,3,3,2,1,,,,,,,19,4,Strategy Scenario Success,Success,Strategy,Strategy Dimensions|Task Dimensions|Aptitude Dimensions|Luck Dimensions|Effort Dimensions|Mood Dimensions,Q90|SO1|SO3|SO4|SO2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
58,,,,,,,Congratulate them on their hard work. Make sure they are mentioned when the idea is showcased. Suggest them for further raises and promotions.,10,,,,,Congratulate them on their hard work. Make sure they are mentioned when the idea is showcased. Suggest them for further raises and promotions.,0,0,0,0,10,3,2,2,2,4,2,2,2,5,3,2,3,6,1,3,6,3,5,4,4,4,2,5,4,3,4,3.75,6,6,4,5.333333333,3,3,4,4,3.5,1,1,,,,,,,29,4,Effort Scenario Success,Success,Effort,Luck Dimensions|Effort Dimensions|Mood Dimensions|Strategy Dimensions|Task Dimensions|Aptitude Dimensions,Q90|SO2|SO4|SO3|SO1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
59,,,,,,,I would publicly acknowledge the employee and let the employee know that I am really proud. I would also look into a promotion and a raise for the employee in order to show my gratitude.,11,,,,,I would publicly acknowledge the employee and let the employee know that I am really proud. I would also look into a promotion and a raise for the employee in order to show my gratitude.,0,0,0,0,11,1,1,1,1,1,1,1,6,4,1,7,2,7,7,7,4,6,5,5,5,5,1,5,5,5,5,4.5,7,7,7,7,5,5,5,5,5,1,,1,,,,,,28,3,Effort Scenario Success,Success,Effort,Aptitude Dimensions|Task Dimensions|Mood Dimensions|Effort Dimensions|Strategy Dimensions|Luck Dimensions,Q90|SO2|SO4|SO3|SO1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
60,,,,,,,,, / I discuss the situation with my employee and explain the situation in detail and give him the motivation to make better jobs.,9,,, / I discuss the situation with my employee and explain the situation in detail and give him the motivation to make better jobs.,0,0,0,0,9,1,5,3,2,7,2,1,7,1,4,2,3,4,6,7,4,6,5,4,5,5,5,5,5,5,5,4.875,7,7,7,7,5,5,5,4,4.75,1,1,,,,,,,37,5,Strategy Scenario Fail,Fail,Strategy,Effort Dimensions|Task Dimensions|Mood Dimensions|Strategy Dimensions|Luck Dimensions|Aptitude Dimensions,Q90|SO4|SO2|SO3|SO1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,,,,,,,,,I would bring in the employee for a brief meeting and let him/her know that their work was of low quality.  I would explain that the strategy they chose to go with was ineffective and explain the reasons why.  I would then let them know that the proposal was going to be rejected and that they needed to work at a higher caliber in order to fulfill their role at our company.,9,,,I would bring in the employee for a brief meeting and let him/her know that their work was of low quality.  I would explain that the strategy they chose to go with was ineffective and explain the reasons why.  I would then let them know that the proposal was going to be rejected and that they needed to work at a higher caliber in order to fulfill their role at our company.,0,0,0,0,9,2,5,2,1,7,1,1,7,2,2,5,3,7,7,7,7,6,5,4,4,4,2,4,4,4,4,3.75,5,5,5,5,4,4,3,4,3.75,2,1,,,,,,,41,5,Strategy Scenario Fail,Fail,Strategy,Aptitude Dimensions|Task Dimensions|Strategy Dimensions|Luck Dimensions|Effort Dimensions|Mood Dimensions,Q90|SO3|SO2|SO1|SO4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,,,,,,,,,I would talk to them and ask what is going on.  Then I would give advice on how to do better and improve their work.,8,,,I would talk to them and ask what is going on.  Then I would give advice on how to do better and improve their work.,0,0,0,0,8,1,1,7,1,7,1,1,7,3,1,7,1,7,7,7,7,7,5,5,5,5,2,5,5,5,5,4.625,3,2,2,2.333333333,3,4,3,3,3.25,2,1,,,,,,,55,5,Strategy Scenario Fail,Fail,Strategy,Effort Dimensions|Strategy Dimensions|Aptitude Dimensions|Task Dimensions|Mood Dimensions|Luck Dimensions,Q90|SO2|SO3|SO1|SO4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,,,"I went through the proposal and finally, it is very helpful for my project. So I believe the employee has a high aptitude for work.",9,,,,,,,,,"I went through the proposal and finally, it is very helpful for my project. So I believe the employee has a high aptitude for work.",0,0,0,0,9,5,5,6,5,5,5,5,5,5,6,5,5,6,7,4,6,5,5,5,5,4,4,5,4,4,4,4.375,6,6,6,6,4,5,5,4,4.5,2,1,,,,,,,44,6,Aptitude Scenario Success,Success,Aptitude,Mood Dimensions|Effort Dimensions|Aptitude Dimensions|Strategy Dimensions|Luck Dimensions|Task Dimensions,Q90|SO4|SO1|SO3|SO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,,,,,,,,,,,I would praise the employee for a job well done. I would ask if we could perhaps implement his effective strategy he used to accomplish the work and ask him if we could use it in future projects within the company because it was so good. Id give him a bonus for a job well done and perhaps a raise and make note of this in his review. ,10,I would praise the employee for a job well done. I would ask if we could perhaps implement his effective strategy he used to accomplish the work and ask him if we could use it in future projects within the company because it was so good. Id give him a bonus for a job well done and perhaps a raise and make note of this in his review. ,0,1,0,0,10,1,1,1,1,1,1,5,6,6,4,4,4,7,7,7,7,7,5,3,5,5,5,5,5,5,5,4.75,7,7,7,7,4,4,4,4,4,2,1,,,,,,,36,5,Strategy Scenario Success,Success,Strategy,Mood Dimensions|Effort Dimensions|Aptitude Dimensions|Strategy Dimensions|Task Dimensions|Luck Dimensions,Q90|SO4|SO1|SO2|SO3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
65,,,,,,,I would showcase the proposal while giving full credit to the employee involved. ,9,,,,,I would showcase the proposal while giving full credit to the employee involved. ,0,0,0,0,9,2,3,6,3,6,1,3,7,4,5,7,2,5,6,6,6,6,5,3,5,5,5,5,5,5,5,4.75,6,5,4,5,3,4,4,4,3.75,1,1,,,,,,,49,5,Effort Scenario Success,Success,Effort,Aptitude Dimensions|Task Dimensions|Effort Dimensions|Mood Dimensions|Luck Dimensions|Strategy Dimensions,Q90|SO3|SO2|SO4|SO1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,,,I would make sure the employee is recognized for their work. Whether it be simply just recognition or a bonus or raise or something to make sure they knew their hard work was appreciated. I would also be prone to trusting this employee with important work again in the future. ,9,,,,,,,,,I would make sure the employee is recognized for their work. Whether it be simply just recognition or a bonus or raise or something to make sure they knew their hard work was appreciated. I would also be prone to trusting this employee with important work again in the future. ,0,1,0,0,9,2,6,3,1,5,1,1,7,2,2,5,2,4,7,5,6,6,5,4,5,4,3,4,4,4,4,4,7,6,6,6.333333333,4,4,4,4,4,1,1,,,,,,,34,3,Aptitude Scenario Success,Success,Aptitude,Mood Dimensions|Aptitude Dimensions|Strategy Dimensions|Effort Dimensions|Luck Dimensions|Task Dimensions,Q90|SO1|SO2|SO4|SO3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
67,,,,,,,,,I would talk to them and let them know that the work is not acceptable.,5,,,I would talk to them and let them know that the work is not acceptable.,0,0,0,0,5,5,5,5,2,5,5,4,2,2,4,5,5,6,6,6,5,4,5,4,5,4,4,4,4,4,4,4.125,5,5,5,5,3,4,3,4,3.5,2,1,,,,,,,35,5,Strategy Scenario Fail,Fail,Strategy,Mood Dimensions|Luck Dimensions|Aptitude Dimensions|Task Dimensions|Effort Dimensions|Strategy Dimensions,Q90|SO4|SO2|SO1|SO3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,,,,,well i would call up on the employee and ask for the explanation of the plan . i would also advise him to not to repeat such thing in coming days. i will also advise him to plan properly again and come back.,8,,,,,,,well i would call up on the employee and ask for the explanation of the plan . i would also advise him to not to repeat such thing in coming days. i will also advise him to plan properly again and come back.,1,0,0,0,8,5,5,6,5,5,5,5,5,6,5,5,5,5,5,6,5,5,5,3,4,4,3,4,4,4,3,3.625,6,5,5,5.333333333,4,4,4,4,4,1,1,,,,,,,29,6,Effort Scenario Fail,Fail,Effort,Task Dimensions|Luck Dimensions|Mood Dimensions|Aptitude Dimensions|Effort Dimensions|Strategy Dimensions,Q90|SO2|SO1|SO4|SO3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
69,,,,,,,,,,,I WOULD FULLY STAND BEHIND THIS EMPLOYEE WHEN SHOW CASING TO LET THEM KNOW  THEY HAVE THE COMPANIES FULL SUPPORT,10,I WOULD FULLY STAND BEHIND THIS EMPLOYEE WHEN SHOW CASING TO LET THEM KNOW  THEY HAVE THE COMPANIES FULL SUPPORT,0,1,0,0,10,3,5,4,5,7,5,4,3,5,5,6,7,4,5,6,3,2,5,3,4,3,2,4,3,4,4,3.375,4,3,5,4,4,4,2,4,3.5,1,1,,,,,,,26,5,Strategy Scenario Success,Success,Strategy,Task Dimensions|Aptitude Dimensions|Effort Dimensions|Luck Dimensions|Mood Dimensions|Strategy Dimensions,Q90|SO1|SO2|SO3|SO4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,,,,,I would call the employee in tell him that I believe he did not put in the quality effort that this company or I expect.  I would tell him to do the proposal over again and that it better be up to company standards when it is resubmitted.  And that also this will be reflected in his yearly review for something to work on in the future.,9,,,,,,,I would call the employee in tell him that I believe he did not put in the quality effort that this company or I expect.  I would tell him to do the proposal over again and that it better be up to company standards when it is resubmitted.  And that also this will be reflected in his yearly review for something to work on in the future.,0,0,0,0,9,2,2,2,1,1,1,2,7,4,4,5,3,7,4,4,4,7,5,4,4,4,2,4,3,4,3,3.5,5,3,4,4,4,4,3,4,3.75,1,1,,,,,,,39,5,Effort Scenario Fail,Fail,Effort,Strategy Dimensions|Aptitude Dimensions|Luck Dimensions|Mood Dimensions|Task Dimensions|Effort Dimensions,Q90|SO3|SO2|SO1|SO4,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0
71,,,,,,,,,,,"I'd first tell the employee that they did an outstanding job. Then I'd plan to put the proposal into effect (assuming I didn't need approval from ""above"").",10,"I'd first tell the employee that they did an outstanding job. Then I'd plan to put the proposal into effect (assuming I didn't need approval from ""above"").",0,0,0,0,10,2,6,1,1,5,1,1,5,3,2,5,2,7,6,7,5,5,5,5,5,5,2,5,5,5,5,4.625,4,3,2,3,4,4,4,4,4,2,1,,,,,,,70,4,Strategy Scenario Success,Success,Strategy,Mood Dimensions|Strategy Dimensions|Effort Dimensions|Task Dimensions|Aptitude Dimensions|Luck Dimensions,Q90|SO3|SO2|SO1|SO4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,,,,,,,,,,,I would be happy to pursue this. I would thank the employee and move forward with his proposal at least with the presentation of it. ,11,I would be happy to pursue this. I would thank the employee and move forward with his proposal at least with the presentation of it. ,0,0,0,0,11,2,2,2,3,2,3,2,3,2,2,3,3,5,5,5,3,4,5,4,4,5,4,4,5,4,4,4.25,5,6,5,5.333333333,4,4,4,4,4,1,1,,,,,,,37,5,Strategy Scenario Success,Success,Strategy,Mood Dimensions|Strategy Dimensions|Task Dimensions|Effort Dimensions|Luck Dimensions|Aptitude Dimensions,Q90|SO4|SO1|SO2|SO3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,,,,,,,,,,,"I would also use the proposal that the employee submitted. I would publicly recognize the employee and their work. At the same time, I would give them a promotion and a raise.",11,"I would also use the proposal that the employee submitted. I would publicly recognize the employee and their work. At the same time, I would give them a promotion and a raise.",0,0,0,0,11,2,6,5,1,5,1,1,5,1,7,3,2,7,7,7,7,7,5,3,3,4,1,3,4,4,4,3.25,4,4,4,4,3,4,3,3,3.25,2,1,,,,,,,42,3,Strategy Scenario Success,Success,Strategy,Effort Dimensions|Strategy Dimensions|Mood Dimensions|Task Dimensions|Aptitude Dimensions|Luck Dimensions,Q90|SO3|SO1|SO2|SO4,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
