"","id","aptadvicefail","aptexpectancyfail","aptadvicesucc","aptexpectancysucc","effortadvicefail","effortexpectancyfail","effortadvicesucc","effortexpectancysucc","stratadvisefail","stratexpectancyfail","stratadvicesucc","stratexpectancysucc","actions","investigate","invest","switch","transfer","expectancy","aptout","aptvar","aptuncon","effortout","effortvar","effortuncon","moodout","moodvar","mooduncon","stratout","stratvar","stratuncon","luckout","luckvar","luckuncon","taskout","taskvar","taskuncon","sms1","sms2","sms3","sms4","sms5","sms6","sms7","sms8","sms","smo1","smo2","smo3","smo","so1","so2","so3","so4","so","gender","race_1","race_2","race_3","race_4","race_4_text","race_5","race_7","age","education","scenario","valence","attribution","do-br-fl_26","do-bl-so","redo_val","redo_den","redo_final","method_val","method_den","method","bruteforce_val","bruteforce_den","bruteforce_final","tangiblerewards_val","tangiblerewards_den","tangiblerewards","threat_val","threat_den","threat","redo_den2","redo_val2","redo","bruteforce_den2","bruteforce_val2","bruteforce","race","aptitude.locus","strategy.locus","effort.locus","aptitude.var","strategy.var","effort.var","aptitude.uncon","strategy.uncon","effort.uncon","locusout","variability","uncontrollability"
"33",33,NA,NA,NA,NA,NA,NA,"I would praise my employee and see if I could get them to present their idea as part of a growth/ showcase opportunity.",9,NA,NA,NA,NA,"I would praise my employee and see if I could get them to present their idea as part of a growth/ showcase opportunity.",0,0,0,0,9,1,2,1,1,7,1,1,5,3,1,6,1,7,7,7,4,7,5,4,5,4,3,3,4,4,4,3.875,4,5,6,5,4,4,4,4,4,1,"White",NA,NA,NA,NA,NA,NA,28,5,"Effort Scenario Success","Success","Effort","Task Dimensions|Luck Dimensions|Aptitude Dimensions|Mood Dimensions|Strategy Dimensions|Effort Dimensions","Q90|SO1|SO3|SO4|SO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"White",NA,NA,1,NA,NA,7,NA,NA,1,1,7,1
"34",34,NA,NA,NA,NA,NA,NA,NA,NA,"cajole their employees into a sense of well-being, hoping that their comfort would .that are not using the MBO approach, most planning and objective setting to achieve ..allowing them to feel that the objectives they are working toward were not just handed . We may see a “hard” or a “soft” approach to managing,",10,NA,NA,"cajole their employees into a sense of well-being, hoping that their comfort would .that are not using the MBO approach, most planning and objective setting to achieve ..allowing them to feel that the objectives they are working toward were not just handed . We may see a “hard” or a “soft” approach to managing,",1,0,0,0,10,4,3,4,4,3,4,3,4,3,3,3,4,7,6,2,3,4,5,4,4,3,4,3,4,4,4,3.75,6,6,6,6,5,4,4,5,4.5,2,"White",NA,NA,NA,NA,NA,NA,33,5,"Strategy Scenario Fail","Fail","Strategy","Luck Dimensions|Mood Dimensions|Effort Dimensions|Strategy Dimensions|Task Dimensions|Aptitude Dimensions","Q90|SO3|SO4|SO2|SO1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"White",NA,3,NA,NA,3,NA,NA,4,NA,3,3,4
"35",35,NA,NA,NA,NA,"I would ask to speak privately with this employee about the matter, in order to better understand what happened. There may be additional information that I don't have.",6,NA,NA,NA,NA,NA,NA,"I would ask to speak privately with this employee about the matter, in order to better understand what happened. There may be additional information that I don't have.",1,0,0,0,6,4,4,4,4,7,1,4,6,1,2,7,1,4,4,4,7,7,5,5,3,5,2,5,5,5,5,4.375,3,4,3,3.333333333,3,4,3,3,3.25,2,"White",NA,NA,NA,NA,NA,NA,29,5,"Effort Scenario Fail","Fail","Effort","Mood Dimensions|Aptitude Dimensions|Task Dimensions|Luck Dimensions|Strategy Dimensions|Effort Dimensions","Q90|SO1|SO3|SO4|SO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"White",NA,NA,4,NA,NA,7,NA,NA,1,4,7,1
"36",36,NA,NA,"just accepted and let that employee show how he or she can handle that position",11,NA,NA,NA,NA,NA,NA,NA,NA,"just accepted and let that employee show how he or she can handle that position",0,0,0,0,11,6,6,3,5,5,5,4,5,5,5,6,5,6,4,6,4,5,5,4,4,4,3,4,4,4,4,3.875,5,5,6,5.333333333,3,5,5,3,4,2,"White",NA,NA,NA,NA,NA,NA,36,4,"Aptitude Scenario Success","Success","Aptitude","Strategy Dimensions|Mood Dimensions|Luck Dimensions|Aptitude Dimensions|Task Dimensions|Effort Dimensions","Q90|SO1|SO3|SO2|SO4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"White",6,NA,NA,6,NA,NA,3,NA,NA,6,6,3
"37",37,NA,NA,"I would give the employee the opportunity to present their work and be recognized for their achievement.",10,NA,NA,NA,NA,NA,NA,NA,NA,"I would give the employee the opportunity to present their work and be recognized for their achievement.",0,0,0,0,10,1,3,3,1,6,1,1,7,2,2,5,2,7,7,7,6,3,5,4,4,4,2,4,4,4,4,3.75,3,3,2,2.666666667,3,4,4,3,3.5,2,NA,NA,NA,"Asian/Pacific Islander","American",NA,NA,38,5,"Aptitude Scenario Success","Success","Aptitude","Task Dimensions|Effort Dimensions|Aptitude Dimensions|Mood Dimensions|Luck Dimensions|Strategy Dimensions","Q90|SO1|SO3|SO4|SO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,NA,NA,3,NA,NA,3,NA,NA,1,3,3
"38",38,NA,NA,NA,NA,NA,NA,"I would examine the proposal and approve it if i thought it would work.",9,NA,NA,NA,NA,"I would examine the proposal and approve it if i thought it would work.",0,0,0,0,9,2,2,6,2,4,2,2,6,3,2,4,3,7,4,7,7,6,5,3,4,4,2,4,4,4,4,3.625,6,6,4,5.333333333,3,4,4,3,3.5,1,"White",NA,NA,NA,NA,NA,NA,47,5,"Effort Scenario Success","Success","Effort","Mood Dimensions|Luck Dimensions|Aptitude Dimensions|Task Dimensions|Effort Dimensions|Strategy Dimensions","Q90|SO3|SO1|SO2|SO4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"White",NA,NA,2,NA,NA,4,NA,NA,2,2,4,2
"39",39,NA,NA,NA,NA,NA,NA,"I would showcase the proposal as intended. I would also keep the employee's performance in mind going forward and be more likely to give them important work, as well as consider them for a promotion if their good work proved consistent.",8,NA,NA,NA,NA,"I would showcase the proposal as intended. I would also keep the employee's performance in mind going forward and be more likely to give them important work, as well as consider them for a promotion if their good work proved consistent.",0,0,0,0,8,1,6,3,1,5,1,1,7,4,3,6,1,7,7,7,7,4,5,2,3,3,3,3,3,3,3,2.875,1,1,1,1,3,3,3,3,3,1,"White",NA,NA,NA,NA,NA,NA,32,5,"Effort Scenario Success","Success","Effort","Aptitude Dimensions|Luck Dimensions|Task Dimensions|Mood Dimensions|Strategy Dimensions|Effort Dimensions","Q90|SO1|SO4|SO3|SO2",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,"White",NA,NA,1,NA,NA,5,NA,NA,1,1,5,1
"40",40,"I would have a personal talk with the employee to get things straight.",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I would have a personal talk with the employee to get things straight.",0,0,0,0,6,7,3,7,1,1,1,1,1,1,2,6,7,7,7,7,6,6,5,5,4,3,4,4,4,3,3,3.75,7,7,7,7,4,3,4,4,3.75,1,NA,"Hispanic/Latino","Native American/American Indian",NA,NA,NA,NA,34,4,"Aptitude Scenario Fail","Fail","Aptitude","Strategy Dimensions|Task Dimensions|Luck Dimensions|Aptitude Dimensions|Mood Dimensions|Effort Dimensions","Q90|SO2|SO3|SO4|SO1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Native American/American Indian",7,NA,NA,3,NA,NA,7,NA,NA,7,3,7
"41",41,NA,NA,NA,NA,NA,NA,"I would give him a raise or a promotion for his hard work and great results",11,NA,NA,NA,NA,"I would give him a raise or a promotion for his hard work and great results",0,0,0,0,11,1,1,6,1,4,1,1,7,1,1,7,1,7,7,7,7,7,5,2,3,2,4,2,2,2,2,2.375,1,2,1,1.333333333,2,2,2,2,2,2,"White",NA,NA,NA,NA,NA,NA,30,3,"Effort Scenario Success","Success","Effort","Luck Dimensions|Effort Dimensions|Strategy Dimensions|Aptitude Dimensions|Task Dimensions|Mood Dimensions","Q90|SO3|SO2|SO1|SO4",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,"White",NA,NA,1,NA,NA,4,NA,NA,1,1,4,1
"42",42,NA,NA,NA,NA,"I would explain to the employee that the work was sub par and that they need to improve their efforts otherwise they will be removed from the project.",4,NA,NA,NA,NA,NA,NA,"I would explain to the employee that the work was sub par and that they need to improve their efforts otherwise they will be removed from the project.",0,0,0,1,4,1,3,2,1,3,1,1,5,2,2,4,3,7,7,7,6,6,5,4,5,4,2,4,4,5,4,4,5,6,5,5.333333333,4,3,3,4,3.5,1,"White",NA,NA,NA,NA,NA,NA,32,7,"Effort Scenario Fail","Fail","Effort","Strategy Dimensions|Task Dimensions|Luck Dimensions|Effort Dimensions|Mood Dimensions|Aptitude Dimensions","Q90|SO4|SO3|SO1|SO2",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,"White",NA,NA,1,NA,NA,3,NA,NA,1,1,3,1
"43",43,NA,NA,NA,NA,"I would invite the employee to my office and have a talk with them about the quality of their work.  I would tell explicitly why I was rejecting their work.  I would also inquire if anything was wrong with them right now to explain the poor performance.  I would give them a warning and tell them to improve.",7,NA,NA,NA,NA,NA,NA,"I would invite the employee to my office and have a talk with them about the quality of their work.  I would tell explicitly why I was rejecting their work.  I would also inquire if anything was wrong with them right now to explain the poor performance.  I would give them a warning and tell them to improve.",1,0,0,0,7,2,3,6,1,6,2,6,6,6,1,6,2,6,6,6,5,6,5,3,4,4,3,4,4,4,4,3.75,3,2,3,2.666666667,3,3,3,4,3.25,2,"White",NA,NA,NA,NA,NA,NA,40,5,"Effort Scenario Fail","Fail","Effort","Mood Dimensions|Aptitude Dimensions|Luck Dimensions|Task Dimensions|Effort Dimensions|Strategy Dimensions","Q90|SO3|SO2|SO1|SO4",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,"White",NA,NA,1,NA,NA,6,NA,NA,2,1,6,2
"44",44,NA,NA,NA,NA,NA,NA,NA,NA,"I would reject the proposal and have a discussion with the employee.",5,NA,NA,"I would reject the proposal and have a discussion with the employee.",0,0,0,0,5,1,7,1,1,5,1,1,7,1,1,2,1,7,1,7,7,4,5,3,4,4,2,4,4,4,4,3.625,6,6,6,6,4,4,4,4,4,1,"White",NA,NA,NA,NA,NA,NA,37,6,"Strategy Scenario Fail","Fail","Strategy","Task Dimensions|Luck Dimensions|Aptitude Dimensions|Mood Dimensions|Strategy Dimensions|Effort Dimensions","Q90|SO1|SO4|SO3|SO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"White",NA,1,NA,NA,2,NA,NA,1,NA,1,2,1
"45",45,NA,NA,NA,NA,NA,NA,NA,NA,"I would sit with the employee and explain my reasoning for rejection of the proposal. I would also work with the employee to learn the skills for acceptable proposals in the future.",9,NA,NA,"I would sit with the employee and explain my reasoning for rejection of the proposal. I would also work with the employee to learn the skills for acceptable proposals in the future.",0,0,0,0,9,1,4,1,1,1,1,2,4,3,2,6,1,4,5,5,5,4,5,5,4,4,1,5,5,5,5,4.25,6,6,5,5.666666667,5,5,5,5,5,2,"White",NA,NA,NA,NA,NA,NA,59,5,"Strategy Scenario Fail","Fail","Strategy","Strategy Dimensions|Effort Dimensions|Luck Dimensions|Mood Dimensions|Aptitude Dimensions|Task Dimensions","Q90|SO2|SO1|SO4|SO3",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"White",NA,2,NA,NA,6,NA,NA,1,NA,2,6,1
"46",46,NA,NA,NA,NA,NA,NA,"I would invite the employee to join me in the showcase to highlight his thoughts and give praise to him.",9,NA,NA,NA,NA,"I would invite the employee to join me in the showcase to highlight his thoughts and give praise to him.",0,0,0,0,9,1,1,2,1,2,4,1,7,4,1,2,2,1,7,7,1,4,5,4,2,4,4,4,2,3,4,3.375,5,5,5,5,4,3,2,3,3,1,"White",NA,NA,NA,NA,NA,NA,34,4,"Effort Scenario Success","Success","Effort","Mood Dimensions|Task Dimensions|Effort Dimensions|Luck Dimensions|Aptitude Dimensions|Strategy Dimensions","Q90|SO4|SO3|SO2|SO1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"White",NA,NA,1,NA,NA,2,NA,NA,4,1,2,4
"47",47,"I would arrange a meeting with the employee to discuss their proposal. I would try and understand why they presented such a low quality work product and offer suggestions on how they could strengthen their work. I would also monitor the future work product from this individual to see if they could grow into the job or would have to be assigned to a new position.",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I would arrange a meeting with the employee to discuss their proposal. I would try and understand why they presented such a low quality work product and offer suggestions on how they could strengthen their work. I would also monitor the future work product from this individual to see if they could grow into the job or would have to be assigned to a new position.",1,0,0,1,6,1,2,4,2,3,2,2,7,3,2,4,3,7,7,7,5,6,5,3,4,3,2,4,5,4,4,3.625,5,5,4,4.666666667,3,4,3,3,3.25,1,"White",NA,NA,NA,NA,NA,NA,53,5,"Aptitude Scenario Fail","Fail","Aptitude","Mood Dimensions|Task Dimensions|Luck Dimensions|Effort Dimensions|Strategy Dimensions|Aptitude Dimensions","Q90|SO2|SO1|SO3|SO4",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"White",1,NA,NA,2,NA,NA,4,NA,NA,1,2,4
"48",48,NA,NA,"I would seriously consider the employee's proposal and possibly allow him or her to present the proposal to a group who could implement the proposal and make it a reality.",10,NA,NA,NA,NA,NA,NA,NA,NA,"I would seriously consider the employee's proposal and possibly allow him or her to present the proposal to a group who could implement the proposal and make it a reality.",0,0,0,0,10,2,3,2,2,5,4,2,6,2,4,6,4,6,7,7,5,7,5,4,4,4,3,4,4,4,4,3.875,5,5,5,5,3,4,3,3,3.25,2,"White",NA,NA,NA,NA,NA,NA,40,5,"Aptitude Scenario Success","Success","Aptitude","Task Dimensions|Mood Dimensions|Strategy Dimensions|Effort Dimensions|Aptitude Dimensions|Luck Dimensions","Q90|SO4|SO2|SO1|SO3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"White",2,NA,NA,3,NA,NA,2,NA,NA,2,3,2
"49",49,NA,NA,NA,NA,"I would have the employee come to my office for a meeting. I would explain to them what I thought, why I was going to reject the report, and that a higher standard would be expected going forward",8,NA,NA,NA,NA,NA,NA,"I would have the employee come to my office for a meeting. I would explain to them what I thought, why I was going to reject the report, and that a higher standard would be expected going forward",0,0,0,0,8,2,5,5,1,6,4,1,7,6,2,6,6,4,6,6,6,6,5,4,4,4,2,4,4,4,4,3.75,7,6,6,6.333333333,3,4,4,4,3.75,1,"White",NA,NA,NA,NA,NA,NA,33,5,"Effort Scenario Fail","Fail","Effort","Aptitude Dimensions|Mood Dimensions|Strategy Dimensions|Task Dimensions|Effort Dimensions|Luck Dimensions","Q90|SO4|SO3|SO2|SO1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"White",NA,NA,1,NA,NA,6,NA,NA,4,1,6,4
"50",50,"I would let the person know that they did not meet the expectations that were called for. I would let them know that the proposal was of low quality and that they could do better. I would ask them if there was any way I or the company could help and if there were any resources that they needed to make a better proposal.",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I would let the person know that they did not meet the expectations that were called for. I would let them know that the proposal was of low quality and that they could do better. I would ask them if there was any way I or the company could help and if there were any resources that they needed to make a better proposal.",1,0,0,0,6,5,6,2,3,7,2,4,7,2,4,6,4,5,6,4,6,6,5,3,2,3,4,2,2,3,2,2.625,2,2,3,2.333333333,2,3,2,2,2.25,1,"White",NA,NA,NA,NA,NA,NA,69,6,"Aptitude Scenario Fail","Fail","Aptitude","Task Dimensions|Luck Dimensions|Aptitude Dimensions|Mood Dimensions|Effort Dimensions|Strategy Dimensions","Q90|SO4|SO3|SO1|SO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"White",5,NA,NA,6,NA,NA,2,NA,NA,5,6,2
"51",51,NA,NA,NA,NA,NA,NA,"I would publicly commend the employee, lauding their work and accomplishment.  I would offer to take them to lunch.  I would be grateful and tell them so.",10,NA,NA,NA,NA,"I would publicly commend the employee, lauding their work and accomplishment.  I would offer to take them to lunch.  I would be grateful and tell them so.",0,0,0,0,10,1,5,3,1,3,1,1,7,6,1,4,1,3,6,7,4,5,5,3,1,3,2,4,3,3,3,2.75,5,3,3,3.666666667,3,2,2,4,2.75,1,"White",NA,NA,NA,NA,NA,NA,40,4,"Effort Scenario Success","Success","Effort","Luck Dimensions|Task Dimensions|Effort Dimensions|Strategy Dimensions|Aptitude Dimensions|Mood Dimensions","Q90|SO3|SO4|SO2|SO1",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"White",NA,NA,1,NA,NA,3,NA,NA,1,1,3,1
"52",52,NA,NA,NA,NA,"I would tell them to go back to the drawing board and do better.",6,NA,NA,NA,NA,NA,NA,"I would tell them to go back to the drawing board and do better.",0,0,0,0,6,4,7,1,2,4,1,1,7,1,4,4,1,4,6,7,4,6,5,5,5,5,2,5,5,5,5,4.625,7,7,6,6.666666667,3,4,4,3,3.5,2,"White",NA,NA,NA,NA,NA,NA,36,5,"Effort Scenario Fail","Fail","Effort","Effort Dimensions|Task Dimensions|Mood Dimensions|Aptitude Dimensions|Luck Dimensions|Strategy Dimensions","Q90|SO4|SO1|SO2|SO3",1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,"White",NA,NA,2,NA,NA,4,NA,NA,1,2,4,1
"53",53,NA,NA,NA,NA,"I would give the proposal back to the employee and tell him it was not up to standard for the company. I would direct him or her to re work it or else face reprimands for bad quality.",6,NA,NA,NA,NA,NA,NA,"I would give the proposal back to the employee and tell him it was not up to standard for the company. I would direct him or her to re work it or else face reprimands for bad quality.",0,0,0,0,6,1,3,3,1,7,1,1,6,2,3,6,2,7,4,7,7,5,5,3,3,3,2,3,3,4,4,3.125,5,5,4,4.666666667,4,3,3,4,3.5,2,"White",NA,NA,NA,NA,NA,NA,31,4,"Effort Scenario Fail","Fail","Effort","Luck Dimensions|Effort Dimensions|Aptitude Dimensions|Task Dimensions|Mood Dimensions|Strategy Dimensions","Q90|SO4|SO1|SO3|SO2",1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,"White",NA,NA,1,NA,NA,7,NA,NA,1,1,7,1
"54",56,NA,NA,NA,NA,NA,NA,"I would listen to the employee's suggestion.",9,NA,NA,NA,NA,"I would listen to the employee's suggestion.",0,0,0,0,9,6,7,7,7,7,7,6,6,6,7,7,7,7,7,7,6,7,5,4,4,4,4,4,4,4,5,4.125,7,7,7,7,5,5,5,5,5,1,"White",NA,NA,NA,NA,NA,NA,25,4,"Effort Scenario Success","Success","Effort","Aptitude Dimensions|Task Dimensions|Mood Dimensions|Strategy Dimensions|Effort Dimensions|Luck Dimensions","Q90|SO3|SO1|SO4|SO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"White",NA,NA,7,NA,NA,7,NA,NA,7,7,7,7
"55",57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I would look into implementing the proposal and possibly give the employee a bonus for their work.",9,"I would look into implementing the proposal and possibly give the employee a bonus for their work.",0,0,0,0,9,2,2,5,1,6,2,1,7,4,5,6,2,5,6,5,6,3,5,2,3,2,3,3,3,3,3,2.75,2,3,2,2.333333333,3,2,4,3,3,2,"White",NA,NA,NA,NA,NA,NA,19,4,"Strategy Scenario Success","Success","Strategy","Strategy Dimensions|Task Dimensions|Aptitude Dimensions|Luck Dimensions|Effort Dimensions|Mood Dimensions","Q90|SO1|SO3|SO4|SO2",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,"White",NA,5,NA,NA,6,NA,NA,2,NA,5,6,2
"56",58,NA,NA,NA,NA,NA,NA,"Congratulate them on their hard work. Make sure they are mentioned when the idea is showcased. Suggest them for further raises and promotions.",10,NA,NA,NA,NA,"Congratulate them on their hard work. Make sure they are mentioned when the idea is showcased. Suggest them for further raises and promotions.",0,0,0,0,10,3,2,2,2,4,2,2,2,5,3,2,3,6,1,3,6,3,5,4,4,4,2,5,4,3,4,3.75,6,6,4,5.333333333,3,3,4,4,3.5,1,"White",NA,NA,NA,NA,NA,NA,29,4,"Effort Scenario Success","Success","Effort","Luck Dimensions|Effort Dimensions|Mood Dimensions|Strategy Dimensions|Task Dimensions|Aptitude Dimensions","Q90|SO2|SO4|SO3|SO1",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,"White",NA,NA,2,NA,NA,4,NA,NA,2,2,4,2
"57",59,NA,NA,NA,NA,NA,NA,"I would publicly acknowledge the employee and let the employee know that I am really proud. I would also look into a promotion and a raise for the employee in order to show my gratitude.",11,NA,NA,NA,NA,"I would publicly acknowledge the employee and let the employee know that I am really proud. I would also look into a promotion and a raise for the employee in order to show my gratitude.",0,0,0,0,11,1,1,1,1,1,1,1,6,4,1,7,2,7,7,7,4,6,5,5,5,5,1,5,5,5,5,4.5,7,7,7,7,5,5,5,5,5,1,NA,"Hispanic/Latino",NA,NA,NA,NA,NA,28,3,"Effort Scenario Success","Success","Effort","Aptitude Dimensions|Task Dimensions|Mood Dimensions|Effort Dimensions|Strategy Dimensions|Luck Dimensions","Q90|SO2|SO4|SO3|SO1",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,"Hispanic/Latino",NA,NA,1,NA,NA,1,NA,NA,1,1,1,1
"58",60,NA,NA,NA,NA,NA,NA,NA,NA,"/ I discuss the situation with my employee and explain the situation in detail and give him the motivation to make better jobs.",9,NA,NA,"/ I discuss the situation with my employee and explain the situation in detail and give him the motivation to make better jobs.",0,0,0,0,9,1,5,3,2,7,2,1,7,1,4,2,3,4,6,7,4,6,5,4,5,5,5,5,5,5,5,4.875,7,7,7,7,5,5,5,4,4.75,1,"White",NA,NA,NA,NA,NA,NA,37,5,"Strategy Scenario Fail","Fail","Strategy","Effort Dimensions|Task Dimensions|Mood Dimensions|Strategy Dimensions|Luck Dimensions|Aptitude Dimensions","Q90|SO4|SO2|SO3|SO1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"White",NA,4,NA,NA,2,NA,NA,3,NA,4,2,3
"59",61,NA,NA,NA,NA,NA,NA,NA,NA,"I would bring in the employee for a brief meeting and let him/her know that their work was of low quality.  I would explain that the strategy they chose to go with was ineffective and explain the reasons why.  I would then let them know that the proposal was going to be rejected and that they needed to work at a higher caliber in order to fulfill their role at our company.",9,NA,NA,"I would bring in the employee for a brief meeting and let him/her know that their work was of low quality.  I would explain that the strategy they chose to go with was ineffective and explain the reasons why.  I would then let them know that the proposal was going to be rejected and that they needed to work at a higher caliber in order to fulfill their role at our company.",0,0,0,0,9,2,5,2,1,7,1,1,7,2,2,5,3,7,7,7,7,6,5,4,4,4,2,4,4,4,4,3.75,5,5,5,5,4,4,3,4,3.75,2,"White",NA,NA,NA,NA,NA,NA,41,5,"Strategy Scenario Fail","Fail","Strategy","Aptitude Dimensions|Task Dimensions|Strategy Dimensions|Luck Dimensions|Effort Dimensions|Mood Dimensions","Q90|SO3|SO2|SO1|SO4",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"White",NA,2,NA,NA,5,NA,NA,3,NA,2,5,3
"60",62,NA,NA,NA,NA,NA,NA,NA,NA,"I would talk to them and ask what is going on.  Then I would give advice on how to do better and improve their work.",8,NA,NA,"I would talk to them and ask what is going on.  Then I would give advice on how to do better and improve their work.",0,0,0,0,8,1,1,7,1,7,1,1,7,3,1,7,1,7,7,7,7,7,5,5,5,5,2,5,5,5,5,4.625,3,2,2,2.333333333,3,4,3,3,3.25,2,"White",NA,NA,NA,NA,NA,NA,55,5,"Strategy Scenario Fail","Fail","Strategy","Effort Dimensions|Strategy Dimensions|Aptitude Dimensions|Task Dimensions|Mood Dimensions|Luck Dimensions","Q90|SO2|SO3|SO1|SO4",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"White",NA,1,NA,NA,7,NA,NA,1,NA,1,7,1
"61",63,NA,NA,"I went through the proposal and finally, it is very helpful for my project. So I believe the employee has a high aptitude for work.",9,NA,NA,NA,NA,NA,NA,NA,NA,"I went through the proposal and finally, it is very helpful for my project. So I believe the employee has a high aptitude for work.",0,0,0,0,9,5,5,6,5,5,5,5,5,5,6,5,5,6,7,4,6,5,5,5,5,4,4,5,4,4,4,4.375,6,6,6,6,4,5,5,4,4.5,2,"White",NA,NA,NA,NA,NA,NA,44,6,"Aptitude Scenario Success","Success","Aptitude","Mood Dimensions|Effort Dimensions|Aptitude Dimensions|Strategy Dimensions|Luck Dimensions|Task Dimensions","Q90|SO4|SO1|SO3|SO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"White",5,NA,NA,5,NA,NA,6,NA,NA,5,5,6
"62",64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I would praise the employee for a job well done. I would ask if we could perhaps implement his effective strategy he used to accomplish the work and ask him if we could use it in future projects within the company because it was so good. Id give him a bonus for a job well done and perhaps a raise and make note of this in his review.",10,"I would praise the employee for a job well done. I would ask if we could perhaps implement his effective strategy he used to accomplish the work and ask him if we could use it in future projects within the company because it was so good. Id give him a bonus for a job well done and perhaps a raise and make note of this in his review.",0,1,0,0,10,1,1,1,1,1,1,5,6,6,4,4,4,7,7,7,7,7,5,3,5,5,5,5,5,5,5,4.75,7,7,7,7,4,4,4,4,4,2,"White",NA,NA,NA,NA,NA,NA,36,5,"Strategy Scenario Success","Success","Strategy","Mood Dimensions|Effort Dimensions|Aptitude Dimensions|Strategy Dimensions|Task Dimensions|Luck Dimensions","Q90|SO4|SO1|SO2|SO3",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,"White",NA,4,NA,NA,4,NA,NA,4,NA,4,4,4
