"","ID","Apt advice","Apt expectancy","Effort Advice","Effort Expectancy","Strat Advise","Strat Expectancy","Luck Advise","Luck Expectancy","Advice","Strategy_frequency","Strategy_factors","AptOut","AptVar","AptUncon","EffortOut","EffortVar","EffortUncon","MoodOut","MoodVar","MoodUncon","StratOut","StratVar","StratUncon","LuckOut","LuckVar","LuckUncon","TaskOut","TaskVar","TaskUncon","SMS1","SMS2","SMS3","SMS4","SMS5","SMS6","SMO1","SMO2","SMO3","MP1","MP2","MP3","MP4","SO1","SO2","SO3","SO4","SMS_mean","SMO_mean","MP_mean","SO_mean","Expectancy","Gender","Age","Education","Scenario","Effort_Dum","Strategy_Dum","SE_Dum","Justification","Detailed","Possibilities","Resources","Resources_withNotes","HelpingBeh","Prioritization","Quality","Method_Val","Method_Den","Method","BruteForce_Val","BruteForce_Den","Bruteforce_Final","SeekHelp_Val","SeekHelp_Den","SeekHelp","NoteTaking_Val","NoteTaking_Den","NoteTaking","BruteForcePure_Den","BruteForcePure_Val","BruteForce","Combined_Method","Convergent_Method","total_method","Total","Method_bin","BruteForce_bin","aptitude.locus","strategy.locus","effort.locus","aptitude.var","strategy.var","effort.var","aptitude.uncon","strategy.uncon","effort.uncon","LocusOut","Variability","Uncontrollability"
"142",195,NA,NA,"I would tell her to try and pay more attention, and give her self plenty of time to study and look over all the material, try to have a good night sleep before the test and wake up and have a hardy meal",11,NA,NA,NA,NA,"I would tell her to try and pay more attention, and give her self plenty of time to study and look over all the material, try to have a good night sleep before the test and wake up and have a hardy meal",NA,NA,1,1,1,1,1,1,1,7,4,1,7,4,7,7,7,1,7,1,5,3,5,5,5,3,7,7,7,3,4,3,5,5,4,5,5,4.2,7,3.75,4.75,11,1,32,4,"Effort",1,0,0,0,0.5,0,0,0,0,0,0.1,0,0,0,2,2,2,0,0,0,0,0,0,2,2,0,0,2,2,2,0,0,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1
"143",200,"If there is a concept you are having trouble understanding, talk to me about it as I might be able to explain it in a way you can understand.  Why don't you come over for a study session?  Maybe we can study together and help each other out.  I'll make brownies!",10,NA,NA,NA,NA,NA,NA,"If there is a concept you are having trouble understanding, talk to me about it as I might be able to explain it in a way you can understand.  Why don't you come over for a study session?  Maybe we can study together and help each other out.  I'll make brownies!",NA,NA,1,6,4,1,1,1,1,7,4,3,3,2,7,7,7,3,4,5,4,4,4,2,4,4,5,5,5,4,4,4,3,3,3,3,3,4,5,3.75,3,10,2,49,4,"Aptitude",0,0,NA,1,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,1,NA,NA,6,NA,NA,4,NA,NA,1,6,4
"144",201,NA,NA,"I would offer her my notes this time, and help her prepare better in the classes for the next test.",7,NA,NA,NA,NA,"I would offer her my notes this time, and help her prepare better in the classes for the next test.",NA,NA,5,4,3,5,6,5,6,6,5,5,6,4,5,6,6,5,6,3,3,2,3,3,3,3,3,4,5,4,4,4,3,4,4,3,3,2.8,4,3.75,3.5,7,2,43,4,"Effort",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,5,NA,NA,6,NA,NA,5,5,6,5
"145",202,"I would offer to help Amelia to understand the topic better by tutoring her.",9,NA,NA,NA,NA,NA,NA,"I would offer to help Amelia to understand the topic better by tutoring her.",NA,NA,1,6,3,1,7,1,1,7,3,3,6,3,4,4,7,4,5,4,4,4,4,3,4,4,5,6,6,4,4,4,3,4,4,4,4,4,5.66666666666667,3.75,4,9,2,46,4,"Aptitude",0,0,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,NA,NA,6,NA,NA,3,NA,NA,1,6,3
"146",204,NA,NA,"I would tell her to pay attention in class and to take notes, which she should study later on in the day. I would tell her to put more effort into learning the material.",8,NA,NA,NA,NA,"I would tell her to pay attention in class and to take notes, which she should study later on in the day. I would tell her to put more effort into learning the material.",NA,NA,1,3,5,1,7,1,1,7,5,1,7,1,7,7,7,1,7,7,3,3,5,3,5,5,7,7,7,4,4,4,3,4,4,4,4,4.2,7,3.75,4,8,1,29,4,"Effort",1,0,0,0,0,0,0,1,0,0,0.2,0,0,0,2,2,2,0,1,0,1,0,1,2,2,0,1,2,2,3,0,0,NA,NA,1,NA,NA,7,NA,NA,1,1,7,1
"147",206,NA,NA,NA,NA,"Instead of only memorizing the course material I suggest that you think about what the material means in other things that you no about. Try to connect the ideas in the material to your life other subjects that you're studying and other things that you're interested in. Spend some time reflecting on how these things are related to each other and what the material means.  /",6,NA,NA,"Instead of only memorizing the course material I suggest that you think about what the material means in other things that you no about. Try to connect the ideas in the material to your life other subjects that you're studying and other things that you're interested in. Spend some time reflecting on how these things are related to each other and what the material means.  /",NA,NA,2,2,6,1,5,1,3,5,4,2,5,2,3,5,3,5,6,4,3,4,4,3,3,4,5,4,5,3,4,4,3,4,4,4,4,3.6,4.66666666666667,3.5,4,6,1,61,6,"Strategy",0,1,1,0,1,0,1,1,0,0,0.4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,NA,2,NA,NA,5,NA,NA,2,NA,2,5,2
"148",207,"I would help her with organizing her notes and help her to study for the test.",4,NA,NA,NA,NA,NA,NA,"I would help her with organizing her notes and help her to study for the test.",NA,NA,3,6,3,2,3,2,3,6,4,4,6,2,6,6,7,6,5,4,3,4,3,2,5,4,6,6,6,4,4,4,3,4,3,4,4,3.8,6,3.75,3.75,4,1,28,6,"Aptitude",0,0,NA,0,0,0,1,1,1,0,0.2,1,1,1,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1,3,1,0,3,NA,NA,6,NA,NA,3,NA,NA,3,6,3
"149",208,"You need to study a lot, study really hard because with perseverance you will do it. I know that you did pretty bad on that test but that has to change. Even if you have a low aptitude you can change that and become an expert in any subject, you just have to have a strong will.",9,NA,NA,NA,NA,NA,NA,"You need to study a lot, study really hard because with perseverance you will do it. I know that you did pretty bad on that test but that has to change. Even if you have a low aptitude you can change that and become an expert in any subject, you just have to have a strong will.",NA,NA,3,6,2,1,5,3,2,6,3,2,6,1,6,6,7,6,5,5,4,4,4,4,4,4,6,6,6,4,4,3,4,3,2,3,3,4,6,3.75,2.75,9,2,27,5,"Aptitude",0,0,NA,1,0,0,0,0,0,0,0.2,0,0,0,1,2,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,3,NA,NA,6,NA,NA,2,NA,NA,3,6,2
"150",209,NA,NA,NA,NA,"Do take notes, but also practice the exercises more.",10,NA,NA,"Do take notes, but also practice the exercises more.",NA,NA,4,5,3,2,2,1,3,2,2,2,3,3,7,6,7,5,5,6,3,4,3,2,4,3,6,4,5,4,3,2,3,5,4,4,4,3.4,5,3,4.25,10,1,30,5,"Strategy",0,1,1,0,0.5,0,1,1,0,0,0.3,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,2,0,0,NA,2,NA,NA,3,NA,NA,3,NA,2,3,3
"151",210,NA,NA,NA,NA,"I would tell Amelia to look online for better examples of the things she is having a hard time grasping. I would suggest things that would give her a broader view of the concepts involved rather than just the facts, definitions, etc. that might be covered in a lecture. I'd suggest she think up analogies for the concepts. Analogies would be a great way to understand the concepts on a higher level and they are also great memory aids.",9,NA,NA,"I would tell Amelia to look online for better examples of the things she is having a hard time grasping. I would suggest things that would give her a broader view of the concepts involved rather than just the facts, definitions, etc. that might be covered in a lecture. I'd suggest she think up analogies for the concepts. Analogies would be a great way to understand the concepts on a higher level and they are also great memory aids.",NA,NA,1,3,4,1,5,6,1,7,4,3,5,5,6,7,6,6,5,3,4,4,4,3,4,3,2,2,1,3,4,3,2,3,4,3,3,3.8,1.66666666666667,3,3.25,9,2,42,5,"Strategy",0,1,1,1,1,0,1,1,0,1,0.8,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,1,0,NA,3,NA,NA,5,NA,NA,5,NA,3,5,5
"152",212,NA,NA,NA,NA,"The big thing is just to stay focused. Just make sure you focus on what you read and not just skim through it.",8,NA,NA,"The big thing is just to stay focused. Just make sure you focus on what you read and not just skim through it.",NA,NA,2,4,3,1,6,4,4,5,3,4,5,6,7,7,7,4,2,5,3,2,3,4,3,3,5,3,5,4,3,2,4,3,2,3,4,2.8,4.33333333333333,3.25,3,8,1,21,3,"Strategy",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,NA,4,NA,NA,5,NA,NA,6,NA,4,5,6
"153",213,NA,NA,"i would tell her to put more time into studying and pay more attention in class or risk doing badly again",9,NA,NA,NA,NA,"i would tell her to put more time into studying and pay more attention in class or risk doing badly again",NA,NA,1,1,1,1,7,3,1,7,5,1,1,1,1,7,7,7,7,3,3,3,3,3,4,3,7,7,7,5,5,5,5,3,3,3,3,3.2,7,5,3,9,2,27,3,"Effort",1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,2,2,0,0,2,2,2,0,0,NA,NA,1,NA,NA,7,NA,NA,3,1,7,3
"154",214,NA,NA,"I would offer to study with Amelia.  I would explain to her that if she wants to do well, she needs to develop better study habits and I would offer to help her out with that.",10,NA,NA,NA,NA,"I would offer to study with Amelia.  I would explain to her that if she wants to do well, she needs to develop better study habits and I would offer to help her out with that.",NA,NA,1,4,2,1,7,1,1,7,1,1,7,1,4,7,4,4,7,4,5,5,5,2,5,5,4,4,4,4,3,4,3,4,4,4,4,5,4,3.5,4,10,2,32,3,"Effort",1,0,0,0.5,0,0,0,0,0,0,0.1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,2,1,0,NA,NA,1,NA,NA,7,NA,NA,1,1,7,1
"155",216,NA,NA,"Amelia should write down what she needs to do to study better and then set a series of goals she can accomplish. Maybe one day she revises her materials on a section and the next day another section, then she studies each part one section at a time a little bit each day.",10,NA,NA,NA,NA,"Amelia should write down what she needs to do to study better and then set a series of goals she can accomplish. Maybe one day she revises her materials on a section and the next day another section, then she studies each part one section at a time a little bit each day.",NA,NA,1,2,6,1,7,7,1,7,2,1,4,1,7,1,7,7,3,5,4,4,5,2,5,3,2,3,2,4,3,3,2,4,4,3,4,4.2,2.33333333333333,3,3.75,10,1,29,5,"Effort",1,0,0,0,1,0,0,0,0,1,0.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,NA,NA,1,NA,NA,7,NA,NA,7,1,7,7
"156",217,"I would tell her to ask her professor if she can record the lecture and then go home and listen to it. She could try reading into it more online, sometimes reading more helps everything stick better.",7,NA,NA,NA,NA,NA,NA,"I would tell her to ask her professor if she can record the lecture and then go home and listen to it. She could try reading into it more online, sometimes reading more helps everything stick better.",NA,NA,2,4,5,1,4,3,1,7,4,1,4,1,4,6,7,6,4,4,3,4,3,2,3,3,4,4,5,4,4,4,3,4,4,4,4,3.2,4.33333333333333,3.75,4,7,2,39,3,"Aptitude",0,0,NA,1,0.5,1,1,1,0,0,0.7,1,2,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,2,2,1,0,2,NA,NA,4,NA,NA,5,NA,NA,2,4,5
"157",218,NA,NA,"Start studying constantly. Really know the material perfectly and go over it till you understand it. Always attend class because there are things the teacher will teach that may not be in the text. Take it seriously like you want to be there or find another class that has your interest.",10,NA,NA,NA,NA,"Start studying constantly. Really know the material perfectly and go over it till you understand it. Always attend class because there are things the teacher will teach that may not be in the text. Take it seriously like you want to be there or find another class that has your interest.",NA,NA,4,4,4,3,2,1,2,5,3,2,7,2,1,7,7,5,6,5,5,5,5,5,5,5,7,6,5,4,4,3,2,4,5,4,4,5,6,3.25,4.25,10,1,41,5,"Effort",1,0,0,1,0,0,0,0,0,0,0.2,0,0,0,2,2,2,0,0,0,0,0,0,2,2,0,0,2,2,2,0,0,NA,NA,3,NA,NA,2,NA,NA,1,3,2,1
"158",220,"I would inform Amelia that here best bet is to study as much as she can due to having low aptitude for the topic. The only thing to prepare her is to study as many hours as possible.",8,NA,NA,NA,NA,NA,NA,"I would inform Amelia that here best bet is to study as much as she can due to having low aptitude for the topic. The only thing to prepare her is to study as many hours as possible.",NA,NA,3,6,5,3,7,4,2,7,3,4,4,3,7,7,7,4,7,7,3,4,5,3,3,3,7,4,5,3,4,3,3,3,4,4,3,3.6,5.33333333333333,3.25,3.5,8,2,30,5,"Aptitude",0,0,NA,1,0,0,0,0,0,0,0.2,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,3,NA,NA,6,NA,NA,5,NA,NA,3,6,5
"159",222,NA,NA,NA,NA,"I think it would be best if you started to contextualize the material, and not try to rote learn it but instead try to give yourself a contextual understanding of it. Go over past papers and try to see and project how the questions are going to be asked then relay it to the information you've learned",3,NA,NA,"I think it would be best if you started to contextualize the material, and not try to rote learn it but instead try to give yourself a contextual understanding of it. Go over past papers and try to see and project how the questions are going to be asked then relay it to the information you've learned",NA,NA,5,4,3,6,5,5,5,5,3,2,2,3,5,7,2,4,7,3,4,3,3,4,3,4,5,6,5,5,4,5,3,4,4,5,5,3.4,5.33333333333333,4.25,4.5,3,2,33,5,"Strategy",0,1,1,1,1,0,1,1,0,1,0.8,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,1,0,NA,2,NA,NA,2,NA,NA,3,NA,2,2,3
"160",223,"Produce notes from your study materials and combine with all the class notes. Study your notes and pick out the most important terms. Memorize the definitions and what they mean. Ask yourself questions until you easily remember the answers.",7,NA,NA,NA,NA,NA,NA,"Produce notes from your study materials and combine with all the class notes. Study your notes and pick out the most important terms. Memorize the definitions and what they mean. Ask yourself questions until you easily remember the answers.",NA,NA,1,3,5,1,7,1,1,7,2,1,6,1,7,4,7,7,7,1,3,3,3,3,4,3,4,3,3,5,5,3,2,3,5,3,3,3.2,3.33333333333333,3.75,3.5,7,2,54,5,"Aptitude",0,0,NA,0,1,0,1,1,0,1,0.6,1,2,2,2,0,2,0,0,0,1,1,1,1,1,0,3,2,4,5,1,0,1,NA,NA,3,NA,NA,5,NA,NA,1,3,5
"161",224,NA,NA,NA,NA,"I would adviser her to come up with a structured plan to get notes and study them. I would suggest that she try to use a visual aid instead of trying to memorize by heart. If she could use 3x5 cards to write down the important points, maybe that would help her. I would also try to weave the lesson into a story she can remember, to make up a linear account of events to helo her make sense of the things she writes down.",6,NA,NA,"I would adviser her to come up with a structured plan to get notes and study them. I would suggest that she try to use a visual aid instead of trying to memorize by heart. If she could use 3x5 cards to write down the important points, maybe that would help her. I would also try to weave the lesson into a story she can remember, to make up a linear account of events to helo her make sense of the things she writes down.",NA,NA,1,5,3,1,5,1,2,7,4,2,5,1,7,7,7,6,1,5,3,4,3,2,5,4,5,4,5,4,5,4,3,4,5,3,4,3.8,4.66666666666667,4,4,6,2,41,5,"Strategy",0,1,1,0.5,1,0,1,1,0,1,0.7,3,4,4,0,0,0,0,0,0,1,0,0,0,0,0,4,0,4,4,1,0,NA,2,NA,NA,5,NA,NA,1,NA,2,5,1
"162",226,NA,NA,"I would tell her to make sure she has all updated study materials and to commit to studying everyday until the test. I would also encourage her to pay better attention and ask questions in class.",11,NA,NA,NA,NA,"I would tell her to make sure she has all updated study materials and to commit to studying everyday until the test. I would also encourage her to pay better attention and ask questions in class.",NA,NA,2,2,2,1,1,1,1,1,1,1,1,1,6,6,6,4,4,4,5,5,5,5,5,5,6,6,4,4,4,4,4,4,4,4,4,5,5.33333333333333,4,4,11,2,42,5,"Effort",1,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,3,1,0,1,0,0,0,2,2,0,1,3,4,5,1,0,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1
"163",227,NA,NA,NA,NA,"I would advise her to continue taking notes, but to read additional material on the topic so she has a deeper understanding of the material.  I would also advise her to quiz herself before the upcoming test.",8,NA,NA,"I would advise her to continue taking notes, but to read additional material on the topic so she has a deeper understanding of the material.  I would also advise her to quiz herself before the upcoming test.",NA,NA,1,3,4,1,6,1,2,6,2,1,6,1,7,7,7,7,7,7,5,5,5,3,5,5,4,5,5,5,5,3,5,4,4,4,4,5,4.66666666666667,4.5,4,8,1,39,6,"Strategy",0,1,1,1,0.5,0,1,1,0,0,0.5,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,2,1,2,3,1,0,NA,1,NA,NA,6,NA,NA,1,NA,1,6,1
"164",228,NA,NA,"I would tell her that she needs to put forth her best effort to remain attentive and constantly go over her study materials. Also, I'd tell her to pay attention during class as this is just as important. I'd remind her not to forget to study and go over the material multiple times if needed in the days leading up to the test.",10,NA,NA,NA,NA,"I would tell her that she needs to put forth her best effort to remain attentive and constantly go over her study materials. Also, I'd tell her to pay attention during class as this is just as important. I'd remind her not to forget to study and go over the material multiple times if needed in the days leading up to the test.",NA,NA,1,2,1,1,7,1,1,6,2,1,6,1,4,7,7,7,7,7,5,5,5,2,5,5,7,7,7,5,4,5,5,4,5,4,4,5,7,4.75,4.25,10,1,22,3,"Effort",1,0,0,0.5,0,1,0,0,0,0,0.3,1,0,0,2,4,3,0,0,0,0,0,0,3,3,0,0,3,3,3,0,0,NA,NA,1,NA,NA,7,NA,NA,1,1,7,1
"165",229,NA,NA,"Amelia, you need to be truthful to yourself. Start acknowledging your laziness and get to revising your study materials and being attentive during class. Your failures are your own fault.",7,NA,NA,NA,NA,"Amelia, you need to be truthful to yourself. Start acknowledging your laziness and get to revising your study materials and being attentive during class. Your failures are your own fault.",NA,NA,4,4,4,1,7,1,1,7,3,1,7,1,7,7,7,7,1,4,4,4,4,3,5,4,7,5,5,4,4,5,4,4,5,4,4,4.2,5.66666666666667,4.25,4.25,7,1,51,3,"Effort",1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,1,2,1,0,1,1,2,0,1,NA,NA,1,NA,NA,7,NA,NA,1,1,7,1
"166",230,"I would advise her to take very close notes of the lecture and compare against someone who is doing well in the class. if possible, practice and study with someone who is good at the subject",8,NA,NA,NA,NA,NA,NA,"I would advise her to take very close notes of the lecture and compare against someone who is doing well in the class. if possible, practice and study with someone who is good at the subject",NA,NA,2,2,6,2,4,3,2,5,5,1,2,1,7,7,7,6,2,5,4,4,5,2,5,4,6,5,5,3,4,2,3,4,4,3,4,4.4,5.33333333333333,3,3.75,8,1,24,5,"Aptitude",0,0,NA,1,1,1,1,1,0,1,1,0,0,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,0,0,2,NA,NA,2,NA,NA,6,NA,NA,2,2,6
"167",231,NA,NA,NA,NA,"I would tell my friend to stop doing what she is doing. I would tell her to attempt to internalize the information better by thinking about the information during class. It's not good enough to mindlessly repeat the lecture because you won't learn anything that way.",11,NA,NA,"I would tell my friend to stop doing what she is doing. I would tell her to attempt to internalize the information better by thinking about the information during class. It's not good enough to mindlessly repeat the lecture because you won't learn anything that way.",NA,NA,1,7,1,1,1,1,6,7,6,1,7,1,7,7,7,7,1,7,5,5,5,1,5,5,7,7,7,5,5,5,5,5,1,5,5,5,7,5,4,11,1,23,5,"Strategy",0,1,1,1,0.5,1,0,0,0,1,0.7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,NA,1,NA,NA,7,NA,NA,1,NA,1,7,1
"168",232,"I would say that your best bet is to study as hard as you can on this topic. Rethink what you think you know about it, lose it, and re-learn everything.",8,NA,NA,NA,NA,NA,NA,"I would say that your best bet is to study as hard as you can on this topic. Rethink what you think you know about it, lose it, and re-learn everything.",NA,NA,4,4,4,1,4,4,1,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,4,4,4,4,4,4,4,4,4,6,4,4,8,1,25,3,"Aptitude",0,0,NA,0,0.5,0,0,0,0,0,0.1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,4,NA,NA,4,NA,NA,4,NA,NA,4,4,4
"169",234,NA,NA,NA,NA,"I would advise her to try something different. Memorizing material doesn't mean you actually understand it. She should try breaking it down in a way that she understands it. Instead of memorizing a paragraph, she should break it apart, sentence by sentence, making sure she actually understands the content. She may even try making flash cards with questions and answers. If she's still struggling, perhaps a tutor could be helpful in ensuring that she has a solid understanding rather than just memorized words.",9,NA,NA,"I would advise her to try something different. Memorizing material doesn't mean you actually understand it. She should try breaking it down in a way that she understands it. Instead of memorizing a paragraph, she should break it apart, sentence by sentence, making sure she actually understands the content. She may even try making flash cards with questions and answers. If she's still struggling, perhaps a tutor could be helpful in ensuring that she has a solid understanding rather than just memorized words.",NA,NA,1,2,5,1,4,1,1,5,3,2,3,2,6,6,7,6,6,6,4,5,4,5,4,4,5,5,5,3,3,3,2,4,4,3,4,4.2,5,2.75,3.75,9,2,45,4,"Strategy",0,1,1,1,1,1,1,1,1,1,1,2,2,2,0,0,0,1,1,1,0,0,0,0,0,0,2,0,2,3,1,0,NA,2,NA,NA,3,NA,NA,2,NA,2,3,2
"170",235,"I would offer Amelia my approach to studying for the exam. Additionally I would offer to study with Amelia if she thought that might be helpful to her. Finally, I would also suggest that she bring her concerns to her teacher privately to see if her teacher has any specific advice.",6,NA,NA,NA,NA,NA,NA,"I would offer Amelia my approach to studying for the exam. Additionally I would offer to study with Amelia if she thought that might be helpful to her. Finally, I would also suggest that she bring her concerns to her teacher privately to see if her teacher has any specific advice.",NA,NA,1,3,3,1,3,1,1,7,3,5,5,1,7,7,7,7,7,5,3,3,3,2,4,4,6,4,4,3,4,3,2,4,4,5,4,3.4,4.66666666666667,3,4.25,6,1,31,5,"Aptitude",0,0,NA,0.5,0.5,1,1,1,1,0,0.6,1,1,1,0,0,0,2,2,2,0,0,0,0,0,0,1,0,1,3,1,0,1,NA,NA,3,NA,NA,3,NA,NA,1,3,3
"171",236,NA,NA,"I will advice her to really focus and be serious in her studies. Avoid any distraction can be.",6,NA,NA,NA,NA,"I will advice her to really focus and be serious in her studies. Avoid any distraction can be.",NA,NA,5,5,4,5,4,4,4,5,4,5,4,5,4,1,7,4,5,5,3,3,2,3,3,3,5,4,5,3,3,4,3,3,4,3,4,2.8,4.66666666666667,3.25,3.5,6,1,29,4,"Effort",1,0,0,0,0,1,0,0,0,0,0.2,0,0,0,1,2,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,NA,NA,5,NA,NA,4,NA,NA,4,5,4,4
"172",237,NA,NA,"I would do my best to point her towards the material that is most likely to appear on the exam so she could maximize the little time she had to learn the materials.",8,NA,NA,NA,NA,"I would do my best to point her towards the material that is most likely to appear on the exam so she could maximize the little time she had to learn the materials.",NA,NA,2,4,4,1,6,2,3,6,4,2,5,3,7,7,7,6,4,6,3,3,3,4,4,4,5,5,5,4,3,3,3,4,3,3,4,3.4,5,3.25,3.5,8,1,30,5,"Effort",1,0,0,1,0,1,1,1,0,1,0.8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,6,NA,NA,2,1,6,2
"173",240,NA,NA,NA,NA,"I would advise her to diligently study any accompanying text, make flashcards and find someone else who is taking that class that she might study with. She needs to be more actively involved in class discussion and ask questions whenever she has them instead of just copying down what the lecturer says. You need to ask questions is you are going to learn.",11,NA,NA,"I would advise her to diligently study any accompanying text, make flashcards and find someone else who is taking that class that she might study with. She needs to be more actively involved in class discussion and ask questions whenever she has them instead of just copying down what the lecturer says. You need to ask questions is you are going to learn.",NA,NA,1,7,1,1,5,2,1,7,3,1,7,1,5,4,6,7,1,2,5,4,4,2,5,5,7,6,6,4,4,4,3,4,4,4,4,4.6,6.33333333333333,3.75,4,11,1,27,4,"Strategy",0,1,1,1,1,0,1,1,0,1,0.8,2,2,2,1,1,1,2,1,2,0,0,0,1,1,0,2,1,3,5,1,0,NA,1,NA,NA,7,NA,NA,1,NA,1,7,1
"174",242,NA,NA,"I would highly suggest to Amelia to analyze the time she has each given day. She needs to pinpoint where she is most focused, when she is not otherwise occupied with something vital, that could be devoted to studying. It may require her to take unconventional notes or finding research material presented in a visual manner online. Amelia may not learn as well from written notes so I think any videos on the subject may help her understand the topic. I might also suggest to her to speak to the professor or teacher after class to ask them for guidance if my suggestions don't seem to resonate with her. Everyone learns in different ways.",6,NA,NA,NA,NA,"I would highly suggest to Amelia to analyze the time she has each given day. She needs to pinpoint where she is most focused, when she is not otherwise occupied with something vital, that could be devoted to studying. It may require her to take unconventional notes or finding research material presented in a visual manner online. Amelia may not learn as well from written notes so I think any videos on the subject may help her understand the topic. I might also suggest to her to speak to the professor or teacher after class to ask them for guidance if my suggestions don't seem to resonate with her. Everyone learns in different ways.",NA,NA,4,3,4,1,1,1,1,7,3,2,6,2,7,7,7,5,4,4,5,4,5,2,5,5,7,7,7,4,4,4,5,4,3,4,4,4.8,7,4.25,3.75,6,1,34,4,"Effort",1,0,0,1,1,1,1,1,1,0,0.8,3,3,3,0,0,0,1,1,1,0,0,0,0,0,0,3,0,3,4,1,0,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1
"175",243,NA,NA,NA,NA,"I would tell Amanda to focus less of rote repetition of facts and try to focus more on the concepts being presented. If she can get the concepts, it might be easier for her to arrive at the correct answers with less overall stress over the test.",7,NA,NA,"I would tell Amanda to focus less of rote repetition of facts and try to focus more on the concepts being presented. If she can get the concepts, it might be easier for her to arrive at the correct answers with less overall stress over the test.",NA,NA,2,5,4,1,2,1,2,7,3,2,6,2,7,7,5,5,7,3,5,5,5,3,4,5,6,7,6,4,4,5,4,3,4,3,3,4.8,6.33333333333333,4.25,3.25,7,2,53,5,"Strategy",0,1,1,1,0,1,0,0,0,1,0.6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,NA,2,NA,NA,6,NA,NA,2,NA,2,6,2
"176",244,"I suggest to Amelia to take a step back and focus on the core topics and they will help you understand future lessons. Learning what was done incorrectly on the important test will help lead her to the correct path.",9,NA,NA,NA,NA,NA,NA,"I suggest to Amelia to take a step back and focus on the core topics and they will help you understand future lessons. Learning what was done incorrectly on the important test will help lead her to the correct path.",NA,NA,2,3,3,2,1,1,2,3,3,2,2,2,6,6,7,3,2,3,4,3,4,4,4,4,6,5,5,3,4,3,3,4,5,4,4,3.8,5.33333333333333,3.25,4.25,9,1,32,5,"Aptitude",0,0,NA,1,0.5,1,1,1,0,1,0.9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2,NA,NA,3,NA,NA,3,NA,NA,2,3,3
"177",245,NA,NA,"I would advise Amelia to look over her notes for the class. Most, if not all, of the items on the test will be stuff covered in class. She has to pay attention in class to do well on the test. If not, ask someone else in the class if she can copy their notes.",9,NA,NA,NA,NA,"I would advise Amelia to look over her notes for the class. Most, if not all, of the items on the test will be stuff covered in class. She has to pay attention in class to do well on the test. If not, ask someone else in the class if she can copy their notes.",NA,NA,1,3,4,1,5,2,1,4,3,2,4,1,6,7,7,4,6,4,4,3,4,2,4,5,5,4,4,4,4,5,3,4,4,3,4,4,4.33333333333333,4,3.75,9,2,56,3,"Effort",1,0,0,1,0.5,1,1,1,0,0,0.7,0,0,0,2,1,2,1,1,1,0,0,0,1,2,1,0,1,1,3,0,1,NA,NA,1,NA,NA,5,NA,NA,2,1,5,2
